ND,DC,EC,LC,CC,BC,FR
"Rathika N1, 2019, J MED SYST",0.00180169,3.80E-09,0.004460058,0.115513517,0.004241278,0
"Park Mj1, 2018, J MED SYST",0.002360835,1.27E-09,0.017210767,0.110048338,0.017117053,0
"Qiao H1, 2019, J MED SYST",0.001677435,8.35E-05,0.004209842,0.124863276,0.004250375,0
"Stojanova A1, 2019, J MED SYST",0.006150596,0.000796054,0.050593293,0.160192677,0.043569161,0
"Geetha R1, 2019, J MED SYST",0.002236581,9.02E-06,0.016896009,0.140093129,0.015989769,0
"Suzuki T1, 2019, J MED SYST",0.002174453,0.002958522,0.004569942,0.142423572,0.004242071,0
"Firdaus A1, 2018, J MED SYST",0.005529324,1.24E-06,0.01153576,0.128633192,0.011210088,0
"Wagner Ak1, 2019, J MED SYST",0.00180169,5.82E-07,0.003125084,0.12257362,0.003112291,0
"Meenakshi S1, 2019, J MED SYST",0.001677435,9.35E-07,0.003179695,0.122149454,0.003143691,0
"Hemanth Dj1, 2018, J MED SYST",0.002050199,1.30E-07,0.004706602,0.128270311,0.004580544,0
"Natarajan A1, 2019, J MED SYST",0.002236581,4.44E-06,0.008307213,0.143069197,0.007831408,0
"Fujita K1, 2019, J MED SYST",0.000931909,2.30E-07,0.00173886,0.106824532,0.00173886,0
"Kadan Ab1, 2019, J MED SYST",0.001491054,2.21E-08,0.002547134,0.123776347,0.002509739,0
"Hussein Af1, 2018, J MED SYST",0.004535288,0.000484262,0.024407411,0.149267849,0.024098187,0
"Kaur P1, 2019, J MED SYST",0.006274851,0.000798414,0.05455587,0.16240377,0.054245704,0
"Peleg M1, 2018, J MED SYST",0.002174453,0.001486975,0.019889609,0.137946402,0.019570154,0
"Wang Sh21, 2018, J MED SYST",0.001988072,1.96E-06,0.008570791,0.137121438,0.008544023,0
"Komorowski D1, 2018, J MED SYST",0.002982107,0.000467129,0.057344287,0.140545732,0.061631024,0
"Del Rio Ng1, 2019, J MED SYST",0.002485089,4.27E-09,0.004840204,0.111493624,0.004840204,0
"Sujitha V1, 2019, J MED SYST",0.001491054,4.04E-09,0.002757283,0.107787398,0.002743685,0
"Sundarasekar R1, 2018, J MED SYST",0.003106362,4.50E-06,0.034100003,0.154130478,0.030501801,0
"Wang H1, 2018, J MED SYST",0.002485089,0.000181361,0.011929281,0.135779662,0.011802862,0
"Kanakubo T1, 2019, J MED SYST",0.003665507,1.30E-12,0.009790535,0.080810921,0.009790535,0
"Vijayakumar K1, 2019, J MED SYST",0.000869781,5.92E-09,0.001733492,0.119538659,0.001684428,0
"Hassan Mm1, 2018, J MED SYST",0.002360835,1.00E-06,0.006428313,0.137851888,0.00596845,0
"Rani Mj1, 2019, J MED SYST",0.002671471,0.000507093,0.005014204,0.126521982,0.004982868,0
"Hosseinkhani Z1, 2018, J MED SYST",0.001304672,3.75E-09,0.003847789,0.106505039,0.003847789,0
"Wang Sg21, 2019, J MED SYST",0.002112326,0.00015811,0.015094398,0.141888735,0.012859151,0
"Beaulah Pmr1, 2018, J MED SYST",0.002733598,3.71E-09,0.006424914,0.118280755,0.006177105,0
"Najar Av1, 2018, J MED SYST",0.002236581,1.90E-08,0.010218882,0.128104929,0.0122475,0
"Singh G1, 2019, J MED SYST",0.003416998,8.80E-07,0.01634686,0.123928827,0.016094589,0
"Romero La1, 2019, J MED SYST",0.002236581,5.27E-17,0.003336725,0.073997453,0.003297237,0
"Griggs Kn1, 2018, J MED SYST",0.001056163,0.000187241,0.011959683,0.148727189,0.010475816,0
"Sharavanan Pt1, 2018, J MED SYST",0.001988072,0.000100055,0.003827174,0.125033985,0.00378673,0
"Kaur H1, 2018, J MED SYST",0.002795726,0.000116679,0.02440778,0.145574257,0.022015023,0
"Anoop V1, 2019, J MED SYST",0.002236581,9.09E-10,0.006820911,0.106999222,0.006820911,1
"Dong Xj1, 2019, J MED SYST",0.00180169,5.00E-08,0.026517868,0.134833343,0.0281866,0
"Moral-Munoz Ja1, 2018, J MED SYST",0.002112326,3.27E-06,0.013001105,0.143285708,0.012863334,0
"Sarinho Vt1, 2018, J MED SYST",0.001304672,2.02E-07,0.006398308,0.117351142,0.005742564,0
"Lee S1, 2018, J MED SYST",0.001304672,2.04E-07,0.002349159,0.122575486,0.002325919,0
"Carvalho Jv1, 2019, J MED SYST",0.001366799,4.79E-09,0.00310016,0.099750253,0.00294904,0
"Vidhyapriya R1, 2019, J MED SYST",0.000497018,6.67E-11,0.000869619,0.096703455,0.000869619,0
"Qureshi Ta1, 2019, J MED SYST",0.001677435,2.94E-10,0.010997316,0.111702534,0.010274777,0
"Izard Sg1, 2019, J MED SYST",0.000994036,2.87E-10,0.004961648,0.110315334,0.004961648,0
"Fu Rr1, 2019, J MED SYST",0.001242545,6.91E-09,0.003972949,0.115797728,0.003671785,0
"Garcia Nm1, 2019, J MED SYST",0.001677435,2.60E-11,0.005617024,0.100933712,0.005352223,0
"Buendia F1, 2019, J MED SYST",0.000807654,1.81E-07,0.001490544,0.116821379,0.001490544,0
"El Houby Emf1, 2018, J MED SYST",0.000994036,0.000811244,0.01889114,0.155916114,0.018657375,0
"Dodo Bi1, 2019, J MED SYST",0.00291998,1.45E-09,0.010650708,0.108689927,0.010650708,0
"Ribeiro Nf1, 2019, J MED SYST",0.003354871,2.81E-09,0.011393074,0.112247816,0.011393074,0
"Zhao Bq1, 2019, J MED SYST",0.001491054,9.49E-07,0.018701526,0.135248002,0.017845407,0
"Maia Ta1, 2019, J MED SYST",0.001863817,6.59E-09,0.004316157,0.113117116,0.00430384,0
"Matava Ct1, 2018, J MED SYST",0.000994036,1.89E-06,0.007687326,0.117054156,0.007518758,0
"Khan Ma1, 2019, J MED SYST",0.003727634,7.56E-06,0.019722844,0.144603858,0.02106243,0
"Kumar Ns1, 2019, J MED SYST",0.001180417,1.76E-06,0.00374128,0.136676658,0.003552292,0
"Huerta Le1, 2018, J MED SYST",0.001491054,3.54E-12,0.004725475,0.095609768,0.004720945,0
"Reategui R1, 2019, J MED SYST",0.002174453,1.13E-09,0.00608699,0.098597847,0.005598095,0
"Sun Jw1, 2019, J MED SYST",0.002360835,1.06E-05,0.009511433,0.147869145,0.011691355,0
"Fuentes Jp1, 2018, J MED SYST",0.003541252,1.25E-06,0.023520713,0.111617328,0.02801744,0
"Nimala K1, 2019, J MED SYST",0.001553181,6.58E-07,0.002766157,0.11946236,0.002697509,0
"Sousa Mj1, 2019, J MED SYST",0.003106362,1.87E-06,0.011214249,0.129908073,0.010268699,0
"Sajedi H1, 2019, J MED SYST",0.007082505,1.10E-06,0.030083684,0.143323984,0.029235046,0
"Kumar Sn1, 2018, J MED SYST",0.001677435,3.24E-06,0.003848453,0.141956309,0.003635539,0
"Lodato C1, 2018, J MED SYST",0.002050199,3.28E-09,0.003972314,0.111532252,0.003972314,0
"Liu Hy1, 2019, J MED SYST",0.001304672,6.63E-09,0.00238472,0.123953641,0.00240476,0
"Venkatasalam K1, 2019, J MED SYST",0.002050199,1.76E-06,0.006778665,0.137691511,0.00681486,0
"Bascil Ms1, 2018, J MED SYST",0.002050199,1.36E-09,0.003972314,0.113922528,0.003972314,0
"Li Ht1, 2018, J MED SYST",0.002174453,6.14E-07,0.003929293,0.116633455,0.003905791,0
"Lee H1, 2018, J MED SYST",0.002857853,8.86E-07,0.010333857,0.131485006,0.008833531,0
"Milner Mn1, 2019, J MED SYST",0.003416998,0.000219812,0.009920873,0.112333987,0.011436752,0
"Ramzan F1, 2019, J MED SYST",0.003479125,1.12E-06,0.011084391,0.14015168,0.010811278,0
"Ahmed Pk1, 2019, J MED SYST",0.002298708,1.05E-06,0.007671743,0.135316223,0.007010768,0
"Olson S1, 2018, J MED SYST",0.000559145,1.58E-12,0.00099382,0.090845981,0.00099382,0
"Xiong Cm1, 2019, J MED SYST",0.001491054,1.32E-08,0.002409687,0.123959368,0.002509571,0
"Boggs Sd21, 2018, J MED SYST",0.001677435,7.98E-11,0.006134728,0.105138707,0.005676257,0
"Xu Dq1, 2018, J MED SYST",0.002050199,1.17E-06,0.007899817,0.124712354,0.007122532,0
"Sangeethaa Sn1, 2018, J MED SYST",0.001242545,2.68E-09,0.004906888,0.117052454,0.004824722,0
"Lan Kc1, 2018, J MED SYST",0.001863817,6.55E-07,0.007436911,0.114255698,0.007409991,0
"Martinez Da1, 2018, J MED SYST",0.003168489,1.01E-09,0.010487767,0.094686252,0.010330891,0
"Pirtle C1, 2018, J MED SYST",0.000186382,1.46E-07,0.000248501,0.112757357,0.000248501,0
"Tornero-Aguilera Jf1, 2018, J MED SYST",0.001863817,8.45E-09,0.002426379,0.09524204,0.002259585,0
"Almahdi Em21, 2019, J MED SYST",0.008511431,0.120877009,0.012913188,0.144481846,0.017003845,0
"Kim E1, 2019, J MED SYST",0.002547217,0.000333895,0.013635871,0.136623293,0.01479359,0
"Manickavasagam R1, 2019, J MED SYST",0.001242545,2.17E-07,0.002346714,0.12776327,0.002173939,0
"Vila Xa1, 2019, J MED SYST",0.002174453,6.08E-07,0.006095176,0.113953176,0.005679144,0
"Geeitha S1, 2018, J MED SYST",0.002982107,0.00033702,0.010302902,0.140347206,0.01092828,0
"Xiong Cz1, 2019, J MED SYST",0.001615308,4.16E-09,0.004000123,0.114806599,0.00373762,0
"Acharya Ur1, 2019, J MED SYST",0.003976143,4.80E-06,0.019884846,0.149337094,0.020226475,0
"Bratic B1, 2018, J MED SYST",0.004783797,0.000769726,0.01924441,0.15496741,0.018333463,0
"Ye Q1, 2019, J MED SYST",0.002050199,0.001059872,0.008720603,0.128160009,0.009213515,0
"Suresh D1, 2019, J MED SYST",0.001242545,2.06E-06,0.002359515,0.121573752,0.002359515,0
"Omala Aa1, 2018, J MED SYST",0.002547217,0.000149675,0.012444686,0.140327629,0.012297259,0
"Yao Zx1, 2019, J MED SYST",0.00111829,9.49E-07,0.002061292,0.134808499,0.002057107,0
"Sundaram Ps1, 2019, J MED SYST",0.001615308,1.69E-06,0.006263747,0.138287727,0.006195412,0
"Klimova B1, 2018, J MED SYST",0.001925944,1.08E-11,0.005545082,0.099089504,0.004870946,0
"Rocha Np1, 2019, J MED SYST",0.001739563,0.00147498,0.005527364,0.130404842,0.006284587,0
"Majumdar A1, 2018, J MED SYST",0.002547217,1.81E-06,0.014560025,0.140553096,0.013349797,0
"Muneer Kva1, 2019, J MED SYST",0.001925944,5.23E-08,0.003635536,0.127757185,0.003508484,0
"Kabir Mf1, 2019, J MED SYST",0.007517396,0.000545468,0.026484917,0.137816479,0.024538519,0
"Clemente-Suarez Vj1, 2019, J MED SYST",0.002733598,2.68E-08,0.00219222,0.093818669,0.00232947,0
"Sanudo B1, 2019, J MED SYST",0.001428926,2.91E-09,0.003283729,0.102786133,0.002783368,0
"Nguyen D1, 2018, J MED SYST",0.001925944,7.57E-10,0.003686236,0.112950423,0.003636143,0
"Chen R1, 2019, J MED SYST",0.00180169,1.55E-06,0.003290919,0.12401094,0.003301392,0
"Mardini Mt1, 2019, J MED SYST",0.005777833,0.000175653,0.038451982,0.14043047,0.036934868,0
"Khajouei R1, 2019, J MED SYST",0.00360338,8.74E-05,0.01016354,0.126010882,0.010106642,0
"Murugan K1, 2019, J MED SYST",0.001242545,8.75E-09,0.002566496,0.110921984,0.002443621,0
"Chen Dt1, 2019, J MED SYST",0.001677435,1.50E-07,0.005796839,0.131920369,0.004875835,0
"Klute B1, 2019, J MED SYST",0.001739563,0.000982913,0.008678408,0.125593989,0.008839119,0
"Selvakumarasamy K1, 2019, J MED SYST",0.001491054,1.31E-06,0.00279583,0.120876233,0.002757504,0
"Vicnesh J1, 2019, J MED SYST",0.002112326,1.05E-08,0.007698515,0.133440554,0.006891268,0
"Alonso Sg21, 2019, J MED SYST",0.001863817,0.000844832,0.002363669,0.128235566,0.002274039,0
"Garcia-Holgado A1, 2019, J MED SYST",0.00111829,3.82E-10,0.009390325,0.107203037,0.008981127,0
"Ben Mortenson W1, 2019, J MED SYST",0.002485089,1.97E-06,0.037970624,0.132777892,0.036912698,0
"Ge S1, 2019, J MED SYST",0.00180169,6.69E-09,0.003397024,0.123609053,0.003384153,0
"Vijayalakshmi S1, 2019, J MED SYST",0.001366799,1.20E-07,0.003206992,0.11898373,0.002928148,0
"Ramos-Merino M1, 2018, J MED SYST",0.002236581,4.98E-09,0.010015754,0.106223891,0.009240498,0
"Vescovi Jd1, 2019, J MED SYST",0.002485089,1.63E-09,0.004339984,0.094896148,0.004337078,0
"Nageswaran K1, 2019, J MED SYST",0.001491054,6.72E-07,0.0028559,0.121127291,0.0028559,0
"Soorya M1, 2019, J MED SYST",0.001677435,1.80E-08,0.008189162,0.127083383,0.007825858,0
"Lan K1, 2018, J MED SYST",0.007890159,9.94E-05,0.071097602,0.162830927,0.067483796,0
"Zhang Ym1, 2019, J MED SYST",0.00180169,2.24E-08,0.008336867,0.132749421,0.00803262,0
"Melekoodappattu Jg1, 2019, J MED SYST",0.001925944,6.50E-07,0.007248795,0.133294688,0.00704671,0
"Ali Hh1, 2019, J MED SYST",0.003106362,1.39E-09,0.005968537,0.111721141,0.005959121,0
"Wu Hq1, 2018, J MED SYST",0.001988072,2.15E-06,0.010524868,0.113228518,0.010778752,0
"Liu Xx21, 2018, J MED SYST",0.002112326,5.76E-06,0.004894011,0.128530476,0.004586423,0
"Rambourg J1, 2019, J MED SYST",0.001988072,2.99E-07,0.00372428,0.111225512,0.00372428,0
"Ashraf R1, 2018, J MED SYST",0.003416998,6.01E-06,0.02002212,0.153559946,0.020031533,0
"Punarselvam E1, 2019, J MED SYST",0.002174453,7.89E-07,0.003654342,0.133657735,0.003897178,0
"Sankaran Ks1, 2019, J MED SYST",0.000994036,8.86E-10,0.001863006,0.106885538,0.001863006,0
"Rajan Jr1, 2019, J MED SYST",0.000994036,4.29E-07,0.001863006,0.123593866,0.001863006,0
"Palani D1, 2019, J MED SYST",0.002422962,2.06E-07,0.020853226,0.136331682,0.019038322,0
"Devi Rr1, 2019, J MED SYST",0.001366799,4.45E-09,0.002607723,0.1219551,0.002607723,0
"Saba T21, 2019, J MED SYST",0.004224652,5.31E-08,0.009390743,0.119862682,0.009666632,0
"Wu H1, 2019, J MED SYST",0.001988072,3.43E-11,0.003848299,0.103781553,0.003848299,0
"Garcia-Carretero R1, 2019, J MED SYST",0.002422962,1.79E-08,0.016401849,0.129939535,0.015074526,0
"Devipriya A1, 2018, J MED SYST",0.002609344,8.32E-06,0.00646332,0.135571521,0.00641242,0
"Sumathy G1, 2019, J MED SYST",0.001553181,2.26E-08,0.00253537,0.119418045,0.002516102,0
"Wass S1, 2018, J MED SYST",0.001304672,1.66E-15,0.002483623,0.069592588,0.002483623,0
"Seelen Mt1, 2018, J MED SYST",0.001428926,1.65E-09,0.003221629,0.096014698,0.003054949,0
"Sebaa A1, 2018, J MED SYST",0.002050199,8.96E-07,0.005156194,0.118818605,0.004826936,0
"Zhou T1, 2019, J MED SYST",0.002485089,0.000345939,0.004834271,0.130185459,0.005102972,0
"Abdel-Basset M1, 2019, J MED SYST",0.001863817,0.00072928,0.020250594,0.154991286,0.017493224,0
"Bank Pjm1, 2018, J MED SYST",0.001988072,2.46E-09,0.003848299,0.097678794,0.003848299,0
"Corradi Jp1, 2018, J MED SYST",0.002795726,3.17E-08,0.00812913,0.130398503,0.007714722,0
"Hassan T1, 2018, J MED SYST",0.002609344,5.72E-12,0.004840215,0.089363143,0.004840215,0
"Karkuzhali S1, 2019, J MED SYST",0.001304672,2.06E-09,0.003881886,0.121853543,0.003532221,0
"Shen Y1, 2019, J MED SYST",0.002050199,0.001113262,0.003972314,0.124346247,0.003972314,0
"Liu Mc1, 2018, J MED SYST",0.003106362,3.32E-07,0.020446795,0.128104929,0.01837091,0
"Wang Hr1, 2019, J MED SYST",0.002050199,0.000458807,0.013082594,0.142532033,0.012690028,0
"Punitha S1, 2019, J MED SYST",0.00180169,4.26E-07,0.003736741,0.119700451,0.003573827,0
"Ji Yx1, 2018, J MED SYST",0.002174453,3.75E-06,0.008214458,0.121964341,0.008125174,0
"Pratheeba C1, 2019, J MED SYST",0.001925944,1.98E-06,0.004356988,0.13581174,0.004329687,0
"Ambigavathi M1, 2018, J MED SYST",0.001615308,7.19E-09,0.003104046,0.115085692,0.003104046,0
"Kumar V1, 2018, J MED SYST",0.003541252,0.000152036,0.012772811,0.135012037,0.014167843,0
"Kamarajugadda Kk1, 2019, J MED SYST",0.002174453,3.98E-10,0.004220321,0.104268289,0.004220321,0
"Amin J1, 2019, J MED SYST",0.003976143,0.000768687,0.028384664,0.162883656,0.033487723,0
"Zhai Jm1, 2019, J MED SYST",0.002112326,4.05E-06,0.014765686,0.143725835,0.017873976,0
"Saboul D1, 2019, J MED SYST",0.001739563,2.17E-09,0.009909089,0.106752267,0.008592707,0
"Savas S21, 2019, J MED SYST",0.003354871,4.82E-07,0.00924659,0.13517531,0.008689495,0
"Delgado-Moreno R21, 2018, J MED SYST",0.002298708,6.48E-09,0.003185544,0.093811014,0.003127836,0
"Mohsin Ah31, 2018, J MED SYST",0.008138668,0.076974678,0.015132129,0.147673789,0.016715647,0
"Pereira J1, 2019, J MED SYST",0.003354871,2.01E-10,0.006574849,0.104607106,0.006574849,0
"Rajan Pg1, 2019, J MED SYST",0.001863817,1.16E-08,0.004370421,0.120613559,0.004158616,0
"Fink C1, 2018, J MED SYST",0.001428926,2.74E-09,0.002611726,0.108174224,0.002609321,0
"Kirar Js1, 2018, J MED SYST",0.002422962,4.74E-07,0.006946775,0.130343593,0.006844248,0
"Beltran-Velasco Ai21, 2018, J MED SYST",0.00291998,1.31E-08,0.008842485,0.104006875,0.007605522,0
"Kavitha S1, 2019, J MED SYST",0.000994036,3.19E-06,0.002510318,0.142169462,0.002403376,0
"Ogiela U1, 2018, J MED SYST",0.000931909,4.74E-09,0.003970994,0.098126596,0.003970994,0
"Rowland Mj1, 2019, J MED SYST",0.001491054,1.84E-09,0.005444327,0.111428789,0.00547943,0
"Bellido A1, 2018, J MED SYST",0.003168489,1.15E-08,0.005042652,0.093892003,0.005010491,0
"Zhang Xs1, 2018, J MED SYST",0.00111829,6.03E-12,0.002111276,0.082058393,0.002111276,0
"Xia Kj21, 2019, J MED SYST",0.00180169,1.44E-07,0.003630247,0.131142198,0.003464314,0
"Majeeth Ss1, 2019, J MED SYST",0.001863817,1.80E-09,0.003476211,0.106923879,0.003476211,0
"Prabhu Laj1, 2018, J MED SYST",0.001491054,9.70E-07,0.038391049,0.139687058,0.035035964,0
"Kumar Svm1, 2018, J MED SYST",0.001739563,3.91E-06,0.011078899,0.145719226,0.010049651,0
"Cheung Dst21, 2018, J MED SYST",0.001056163,7.97E-09,0.012942299,0.114762397,0.011696561,0
"Wang Hz1, 2019, J MED SYST",0.001739563,3.15E-08,0.00850222,0.130816056,0.007704511,0
"Sanchez-Molina J21, 2018, J MED SYST",0.003044235,1.65E-08,0.004261276,0.09526346,0.004073875,0
"Bachiri M21, 2018, J MED SYST",0.003354871,8.87E-05,0.015583931,0.132570111,0.014818527,0
"Fico G1, 2019, J MED SYST",0.001988072,1.19E-07,0.004120907,0.117827051,0.004082835,0
"Selvakumari Rs1, 2019, J MED SYST",0.000994036,0.00044694,0.001863006,0.135163959,0.001863006,0
"Yasar A1, 2019, J MED SYST",0.001677435,1.21E-08,0.003376541,0.124009029,0.003350415,0
"Krishnan S1, 2018, J MED SYST",0.003044235,0.000489005,0.028190902,0.145366532,0.026289382,1
"Divya R1, 2019, J MED SYST",0.001304672,1.77E-06,0.002483623,0.135082286,0.002483623,0
"Jin Y1, 2019, J MED SYST",0.00111829,1.55E-06,0.002208643,0.11850543,0.002131263,0
"Monisha M1, 2019, J MED SYST",0.001366799,4.45E-09,0.005418069,0.122413282,0.004928015,0
"Vijayarajeswari R1, 2019, J MED SYST",0.001491054,7.54E-07,0.005696149,0.1344302,0.005631848,0
"Li Jp1, 2019, J MED SYST",0.001366799,8.81E-11,0.002607723,0.10660238,0.002607723,0
"Lu Zh1, 2019, J MED SYST",0.002609344,2.55E-09,0.007775358,0.121881223,0.00750844,0
"Nayak Dr1, 2018, J MED SYST",0.002857853,6.71E-07,0.018447576,0.142395853,0.016670543,0
"Alsalem Ma1, 2019, J MED SYST",0.008822068,0.121897147,0.022662076,0.153448687,0.029256929,0
"Liu Q1, 2018, J MED SYST",0.003044235,0.000573842,0.043717646,0.142290114,0.042002701,0
"Amin J21, 2019, J MED SYST",0.002982107,0.000754978,0.067731493,0.172302686,0.074123989,0
"Hegde Rb21, 2018, J MED SYST",0.001428926,0.000327108,0.005987611,0.136414872,0.006307934,0
"Fuentes Ma1, 2018, J MED SYST",0.002733598,2.48E-09,0.010765749,0.104509301,0.011889662,0
"Epstein Rh1, 2019, J MED SYST",0.000621272,4.11E-12,0.001118012,0.092658581,0.001118012,0
"Marcos Mi1, 2019, J MED SYST",0.000745527,4.70E-11,0.000791213,0.098796349,0.000783492,0
