ND,DC,EC,LC,CC,BC,FR
" [Anonymous], 2008, PRINC PREV SURV NON",0.000103306,4.65E-10,0,0.113287925,0,0
" [Anonymous], 2009, IRANIAN JORNAL MED E",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2010, ETHICS SCI TECHNOLOG",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2010, INF FIN ENG ICIFE 2",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2011, MED ETHICS",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2011, METHODS MODELS PSYCH",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2011, SHORAYE ALIYEH ENGH",0.000103306,5.78E-13,0,0.09751773,0,0
" [Anonymous], 2012, ASIAN PAC J TROP BIO",0.000103306,2.93E-13,0,0.096554751,0,0
" [Anonymous], 2012, DIABETES CARE",0.000103306,2.81E-06,0,0.102070944,0,0
" [Anonymous], 2012, J ETHICS SCI TECHNOL",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2012, MED ETHICS HIST MED",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2013, ACADEMIC EMERGENCY M",0.000103306,1.41E-15,0,0.082856849,0,0
" [Anonymous], 2013, DIAGN STAT MAN MEN",0.000103306,0.001125547,0,0.112257915,0,0
" [Anonymous], 2013, J MED HIST",0.000103306,2.92E-13,0,0.095807435,0,0
" [Anonymous], 2014, AM FAM PHYSICIAN",0.000103306,1.99E-28,0,0.053024244,0,0
" [Anonymous], 2014, ANN SURG",0.000103306,2.91E-13,0,0.094901961,0,0
" [Anonymous], 2014, CALCULATE YOUR BM",0.000103306,3.23E-10,0,0.066368648,0,0
" [Anonymous], 2014, CERV CAN",0.000103306,1.86E-16,0,0.081042162,0,0
" [Anonymous], 2014, CONSCIOUSNESS BRAI",0.000103306,0.001170165,0,0.100182149,0,0
" [Anonymous], 2014, DIABETES CARE",0.000103306,1.10E-12,0,0.084581375,0,0
" [Anonymous], 2014, IRAQI KURDISTA",0.000103306,1.86E-16,0,0.081042162,0,0
" [Anonymous], 2014, J HLTH ACAD EDITION",0.000103306,4.11E-10,0,0.074799864,0,0
" [Anonymous], 2014, J INFECTION",0.000103306,4.25E-22,0,0.069216028,0,0
" [Anonymous], 2014, JOURNINNER MONGOLIA",0.000103306,2.90E-13,0,0.093936806,0,0
" [Anonymous], CAT ESP FAR",0.000103306,7.24E-23,0,0.061024044,0,0
" [Anonymous], NCNN CLIN PRACT GUI",0.000103306,7.24E-23,0,0.061024044,0,0
" [庞鹏飞 Pang Pengfei], 2013, [中华放射学杂志",0.000103306,4.66E-10,0,0.113303837,0,0
" [王俊起 Wang Junqi], 2009, [中国肿瘤临床",0.000103306,2.90E-13,0,0.093936806,0,0
" [王壮坤 Wang Zhuangkun], 2015, [合成化学",0.000103306,5.86E-08,0,0.078886462,0,0
" [项玉涛 Xiang Yutao], 2002, [中国心理卫生杂志",0.000103306,7.28E-16,0,0.082513596,0,0
" [项玉涛 Xiang Yutao], 2004, [中华精神科杂志",0.000103306,7.28E-16,0,0.082513596,0,0
" [贾宝辉 Jia Baohui], 2012, [中国现代医学杂志",0.000103306,7.62E-07,0,0.083504425,0,0
" [贾宝辉 Jia Baohui], 2013, [中国急救医学",0.000103306,7.62E-07,0,0.083504425,0,0
" [蒋涛 Jiang Tao], 2012, [中国全科医学",0.000206612,2.79E-08,1.33E-09,0.078093486,1.33E-09,0
" [赵洪猛 Zhao Hongmeng], 2010, [中国肿瘤临床",0.000103306,1.81E-16,0,0.081940847,0,0
" [赖桂华 Lai Guihua], 2015, [中国临床解剖学杂志",0.000103306,1.77E-08,0,0.079097892,0,0
 [No Title Captured,0.000619835,4.82E-10,0.041743618,0.115262794,0.04208025,0
" [Secretariat Of Health Surveillance Department Of Disease Surveillance And Diseases Noncommunicable And Health Promotion Ministry Of Health], 2013, VIG BRAZ 2012 SURV R",0.000103306,2.53E-19,0,0.069011735,0,0
" 1996, DSM 4 DIAGNOSTIC ST",0.000103306,1.35E-06,0,0.076406978,0,0
" 2011, WORLD REP DIS",0.000206612,0.000135652,3.01E-08,0.089815914,3.01E-08,0
" 彭军, 2007, [中华皮肤科杂志",0.000103306,2.02E-06,0,0.084391128,0,0
" Abbas Hk, 1988, CEREAL CHEM",0.000103306,3.78E-16,0,0.079038474,0,0
" Abdel-Razik A, 2015, ACTA GASTRO-ENT BELG",0.000103306,3.64E-16,0,0.084991308,0,0
" Abedi G, 2012, HEALTHMED",0.00072314,4.66E-10,0.094455064,0.119556357,0.09218841,0
" Abedi G, 2012, INT J COLLAB RES INT",0.00072314,8.73E-13,0.033981716,0.098403985,0.037044436,0
" Abedi G, 2012, LIFE SCI J",0.000103306,5.51E-16,0,0.082277943,0,0
" Abedi G, 2014, J MAZANDARAN U MED S",0.000103306,9.26E-16,0,0.082644628,0,0
" Abedi Gh, 2011, WORLD APPL SCI J",0.000413223,2.93E-13,0.009040748,0.096836798,0.008886179,0
" Abeid M, 2014, BMC INT HEALTH HUM R",0.000103306,9.26E-16,0,0.082644628,0,0
" Abetz L, 2005, VALUE HEALTH",0.000103306,5.41E-10,0,0.089492077,0,0
" Abidin Rr, 2012, PARENTING STRESS IND",0.000103306,0.001125547,0,0.112257915,0,0
" Abramson Sb, 2009, ARTHRITIS RES THER",0.000103306,4.66E-10,0,0.113309142,0,0
" Acog Committee On Obstetric Practice, 2006, OBSTET GYNECOL",0.000103306,3.65E-16,0,0.082015827,0,0
" Adair Er, 2001, BIOELECTROMAGNETICS",0.000103306,0.001379708,0,0.100192519,0,0
" Adair Er, 2003, BIOELECTROMAGNETICS",0.000103306,0.001379708,0,0.100192519,0,0
" Adam B, 2004, J EUR ACAD DERMATOL",0.000103306,4.22E-22,0,0.068698281,0,0
" Adams Dc, 2013, HYSTRIX",0.000103306,7.15E-07,0,0.10379584,0,0
" Addoor Krishna R, 2011, MED J MALAYSIA",0.000103306,4.68E-10,0,0.114548079,0,0
" Adegboye Vo, 2003, PRESENTATION PRIMARY",0.000103306,4.63E-10,0,0.115833812,0,0
" Adib-Hajbaghery M, 2010, IRAN J MED ED",0.000103306,1.86E-16,0,0.081042162,0,0
" Aebi H, 1984, METHOD ENZYMOL",0.000103306,1.50E-22,0,0.060563592,0,0
" Aein A, 2013, CURRENT RES J BIOL S",0.000103306,2.90E-13,0,0.096970668,0,0
" Aein A, 2014, HLTH ED HLTH PROMOT",0.000103306,2.90E-13,0,0.096970668,0,0
" Agargun My, 1996, TURK PSIKIYATR DERG",0.000103306,3.43E-13,0,0.077284195,0,0
" Agel J, 2007, J ATHL TRAINING",0.000103306,3.44E-13,0,0.084460344,0,0
" Aghayusefi A, 2015, Q J RES ADDICT",0.000103306,1.79E-16,0,0.058588549,0,0
" Aghazadeh S, 2012, J BASIC APPL SCI RES",0.000103306,5.78E-13,0,0.09751773,0,0
" Agnelli G, 2001, AM HEART J",0.000103306,2.12E-21,0,0.068277681,0,0
" Agnello L, 2017, CLIN BIOCHEM",0.000103306,2.12E-21,0,0.068277681,0,0
" Agnello L, 2017, SCAND J CLIN LAB INV",0.000103306,2.12E-21,0,0.068277681,0,0
" Agorastos A, 2013, BMC PSYCHIATRY",0.000103306,7.37E-16,0,0.082540332,0,0
" Agrusa A, 2012, G CHIR",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2014, INT J SURG",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2014, INT J SURG CASE REP",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2014, WORLD J EMERG SURG",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2015, INT J SURG CASE REP",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2015, SURG ENDOS",0.000103306,7.94E-07,0,0.083294612,0,0
" Agrusa A, 2016, INT J SURG",0.000103306,7.94E-07,0,0.083294612,0,0
" Ahbap E, 2016, CLIN NEPHROL",0.000103306,6.81E-19,0,0.077967685,0,0
" Ahmad Sf, 2013, PHARM BIOL",0.000103306,2.93E-13,0,0.096554751,0,0
" Ahmetoglu G, 2009, SPRINGER SCI BUSINE",0.000103306,1.84E-16,0,0.081928363,0,0
" Ahsen A, 2013, INFLAMMATION",0.000103306,3.64E-16,0,0.084991308,0,0
" Akar S, 2006, CLIN APPL THROMB-HEM",0.000103306,4.22E-22,0,0.068698281,0,0
" Akbari F, 2010, IRAN J CANCER PREV",0.000103306,1.86E-16,0,0.081042162,0,0
" Akdam H, 2016, ACTA MEDICA MEDITERR",0.000103306,0.001506175,0,0.106364276,0,0
" Akdemir N, 2011, INTERNAL MED NURSIN",0.000103306,9.91E-17,0,0.066147328,0,0
" Akgul A, 1997, STAT METHODS MED RE",0.000103306,1.58E-13,0,0.076050407,0,0
" Akgul A, 2005, SPSS STAT ANAL TECH",0.000103306,9.91E-17,0,0.066147328,0,0
" Akgun S, 2009, ED PSYCHOL",0.000103306,3.69E-16,0,0.082389991,0,0
" Akhondzade, 2014, J ANESTHESIOLOGY PAI",0.000103306,5.78E-13,0,0.09751773,0,0
" Akin A, 2011, ERCIYES MED J",0.000103306,6.80E-19,0,0.080278653,0,0
" Akin F, 2015, ANATOL J CARDIOL",0.000103306,6.81E-19,0,0.077967685,0,0
" Akinbi Ht, 2004, AM J OBSTET GYNECOL",0.000103306,3.97E-06,0,0.095491763,0,0
" Akinsegun A, 2014, PAN AFR MED J",0.000103306,8.42E-22,0,0.068670015,0,0
" Akkiz H, 2009, CANCER EPIDEMIOL",0.000103306,4.71E-10,0,0.113354255,0,0
" Aksayan S, 2004, RES NURSING POLICY ",0.000103306,9.91E-17,0,0.066147328,0,0
" Aktar F, 2016, ITAL J PEDIATR",0.000103306,5.71E-19,0,0.074648735,0,0
" Akyol A, 2007, CEPHALALGIA",0.000103306,4.28E-06,0,0.084511961,0,0
" Al Harbi Shmeylan A, 2011, BMC CLIN PHARMACOL",0.000103306,5.78E-13,0,0.098156523,0,0
" Al Saran K, 2014, SAUDI J KIDNEY DIS T",0.000103306,2.83E-22,0,0.067260523,0,0
" Alacacioglu A, 2010, J BUON",0.000103306,1.18E-19,0,0.069446437,0,0
" Alam Nr, 2004, J MAZANDARAN U MED S",0.000103306,2.91E-13,0,0.096008887,0,0
" Alan S, 2015, KAOHSIUNG J MED SCI",0.000206612,1.84E-16,0.000758181,0.087100489,0.000536249,0
" Alanazi K, 2016, SAUDI J BIOL SCI",0.000206612,2.79E-08,1.33E-09,0.078093486,1.33E-09,0
" Al-Aqeedi Rafid, 2017, HEART VIEWS",0.000103306,1.38E-10,0,0.068579525,0,0
" Alarcon C, 2002, DIABETES",0.000103306,3.56E-12,0,0.100304644,0,0
" Alazawi W, 2010, ALIMENT PHARM THER",0.000103306,1.82E-16,0,0.080083393,0,0
" Al-Azzam Si, 2012, ACTA CARDIOL",0.000103306,7.32E-16,0,0.075938245,0,0
" Al-Balbissi Adli H, 2003, TRAFFIC INJ PREV",0.000103306,7.37E-16,0,0.082540332,0,0
" Albasri A, 2014, ASIAN PAC J CANCER P",0.000103306,7.23E-07,0,0.12111809,0,0
" Albayrak Y, 2011, CLIN APPL THROMB-HEM",0.000103306,9.22E-16,0,0.089081941,0,0
" Albenzio M, 2009, J DAIRY SCI",0.000103306,0.001257973,0,0.099783527,0,0
" Albenzio M, 2013, J DAIRY SCI",0.000206612,0.003015272,7.05E-06,0.100381616,2.92E-06,0
" Albenzio M, 2016, J DAIRY SCI",0.000516529,0.012931475,9.55E-06,0.101625163,3.64E-06,0
" Albenzio M, 2017, NUTRIENTS IN DAIRY AND THEIR IMPLICATIONS FOR HEALTH AND DISEASE",0.000619835,0.015827472,1.06E-05,0.101642236,4.24E-06,0
" Alberti C, 2003, AM J RESP CRIT CARE",0.000103306,3.62E-16,0,0.085939026,0,0
" Alberti Kgmm, 1998, DIABETIC MED",0.000206612,1.47E-09,0.002556877,0.117672802,0.002318632,0
" Aldahlawi Am, 2016, SAUDI J BIOL SCI",0.000103306,1.48E-08,0,0.078332362,0,0
" Aldahmash A, 2017, SAUDI J BIOL SCI",0.000103306,4.30E-08,0,0.078116174,0,0
" Aldao A, 2010, CLIN PSYCHOL REV",0.000103306,1.12E-19,0,0.052480916,0,0
" Aldea M, 2016, ASIAN PAC J SURG ONC",0.000103306,1.48E-08,0,0.078332362,0,0
" Aldwin C, INT J STRESS MANAGE",0.000103306,7.58E-08,0,0.088492339,0,0
" Alehan Fusun, 2003, COCUK SAGLIGI VE HASTALIKLARI DERGISI",0.000103306,4.28E-06,0,0.084511961,0,0
" Alentorn-Geli E, 2009, KNEE SURG SPORT TR A",0.000103306,3.44E-13,0,0.084460344,0,0
" Alesi Marianha, 2014, MUSCLES LIGAMENTS TE",0.000103306,2.58E-18,0,0.052673392,0,0
" Aletaha D, 2010, ARTHRITIS RHEUM-US",0.000103306,6.81E-19,0,0.077967685,0,0
" Alexander Ha, 2005, J MORAL EDUC",0.000103306,3.01E-13,0,0.093704019,0,0
" Alger Be, 2011, TRENDS NEUROSCI",0.000103306,4.81E-10,0,0.114653906,0,0
" Alhadi Ha, 2004, QJM-INT J MED",0.000103306,2.12E-21,0,0.068277681,0,0
" Al-Hassan Ma, 2017, J DIABETES",0.000103306,5.40E-10,0,0.091253606,0,0
" Al-Hazmi As, 2016, SAUDI J BIOL SCI",0.000206612,1.23E-07,1.44E-05,0.079279279,1.04E-05,0
" Al-Henhena N, HISTOLOGICAL STUDY ",0.000103306,2.93E-13,0,0.096554751,0,0
" Ali Fb, 2017, ACTA MEDICA MEDITERR",0.000103306,0.001436258,0,0.102021458,0,0
" Ali J, 1993, J TRAUMA",0.000103306,2.90E-13,0,0.092544791,0,0
" Ali Ma, 2016, SAUDI J BIOL SCI",0.000206612,4.72E-07,0.001308232,0.087665278,0.0012063,0
" Ali S, 2016, FRONT ONCOL",0.000103306,5.88E-13,0,0.092668824,0,0
" Ali Ss, 2000, HYPERTENSION COMPANI",0.000103306,1.11E-12,0,0.095752468,0,0
" Alipour M, 2002, ANAL CONCEPT IDEOLO",0.000103306,3.01E-13,0,0.093704019,0,0
" Ali-Risasi C, 2014, BMC WOMENS HEALTH",0.000103306,1.86E-16,0,0.081042162,0,0
" Aliverti M, 2017, ACTA MEDICA MEDITERR",0.000103306,0.001436258,0,0.102021458,0,0
" Alizadeh A, 2013, J PSYCHONURSE",0.000103306,1.79E-16,0,0.058588549,0,0
" Al-Jahdali H, 2011, SAUDI J KIDNEY DIS T",0.000103306,5.41E-10,0,0.089492077,0,0
" Al-Jahdali Hh, 2009, SAUDI J KIDNEY DIS T",0.000103306,5.41E-10,0,0.089492077,0,0
" Al-Khayal Ka, 2007, SAUDI MED J",0.000103306,9.22E-16,0,0.089081941,0,0
" Allen Mb, 2014, AM J TRANSPLANT",0.000103306,6.99E-19,0,0.071094921,0,0
" Allen Mi, 1998, HEPATOLOGY",0.000103306,3.67E-16,0,0.079662914,0,0
" Allen S, 2006, CURR ANAESTH CRIT CA",0.000103306,9.11E-16,0,0.082523444,0,0
" Allenou C, 2010, DEPRESS ANXIETY",0.000103306,7.37E-16,0,0.082540332,0,0
" Alm Pa, 2014, J FLUENCY DISORD",0.000103306,0.002868661,0,0.10020289,0,0
" Almasi-Nokiani F, 2009, HAKIM RES J",0.000103306,4.65E-10,0,0.113287925,0,0
" Al-Naggar Ra, 2010, ASIAN PAC J CANCER P",0.000103306,1.86E-16,0,0.081042162,0,0
" Al-Othman A, 2012, BMC PEDIATR",0.000103306,2.84E-22,0,0.067262393,0,0
" Alp E, 2011, ANN CLIN MICROB ANTI",0.000103306,9.11E-16,0,0.082523444,0,0
" Alpar R, 2002, APPL STAT RELIABILI",0.000103306,1.58E-13,0,0.076050407,0,0
" Alpsoy E, 2007, TURKIYE KLIN J INT M",0.000103306,2.64E-25,0,0.060438806,0,0
" Alrawi A, 1999, NEUROLOGY",0.000103306,4.78E-10,0,0.113388778,0,0
" Alsarraf M, 1974, CANCER-AM CANCER SOC",0.000103306,4.64E-10,0,0.113346292,0,0
" Alstrom S, 2000, J PHYTOPATHOL",0.000103306,3.78E-16,0,0.079038474,0,0
" Altas M, 2013, J CLIN NEUROSCI",0.000103306,1.50E-22,0,0.060563592,0,0
" Altavilla G, 1990, ACTA CYTOL",0.000103306,7.23E-07,0,0.12111809,0,0
" Al-Taweel Am, 2015, PAK J PHARM SCI",0.000103306,1.01E-07,0,0.079272787,0,0
" Altintas O, 2017, TURK NEUROSURG",0.000103306,1.11E-12,0,0.095752468,0,0
" Altman Kw, 2007, OTOLARYNG CLIN N AM",0.000103306,1.67E-28,0,0.054226046,0,0
" Altman R, 1986, ARTHRITIS RHEUM",0.000103306,4.66E-10,0,0.113309142,0,0
" Altomare Df, 2007, NUTR THERAPY METABOL",0.000103306,3.78E-16,0,0.079038474,0,0
" Altun Y, 2011, RELATIONSHIP MEAN PL",0.000103306,2.11E-15,0,0.082873874,0,0
" Alves Cleber Rene, 2018, J RENIN-ANGIO-ALDO S",0.000103306,4.05E-16,0,0.079998678,0,0
" Amann B, 2009, J AFFECT DISORDERS",0.000103306,0.000635328,0,0.102010707,0,0
" Amato A, 2017, HUMAN MOVEMENT",0.000103306,4.05E-16,0,0.079998678,0,0
" Ambrosini A, 1999, NEUROSCI LETT",0.000103306,0.002644107,0,0.100279706,0,0
" Ambrosini A, 2003, BRAIN",0.000103306,0.001514346,0,0.101405854,0,0
" Ambrosio G, 1991, J CLIN INVEST",0.000103306,2.39E-19,0,0.068798863,0,0
" Amemiya T, 1984, J ECONOMETRICS",0.000103306,2.90E-13,0,0.095399535,0,0
" Amer Diabet Assoc, 2010, DIABETES CARE",0.000206612,2.22E-09,0.009483362,0.117882021,0.009225232,0
" Amer Diabet Assoc, 2012, DIABETES CARE",0.000103306,3.56E-12,0,0.100304644,0,0
" Amer Diabet Assoc, 2016, DIABETES CARE",0.000103306,2.81E-06,0,0.102070944,0,0
" Amer Soc Reprod Med, 2013, FERTIL STERIL",0.000103306,2.96E-13,0,0.095268089,0,0
" American Association Of Clinical Endocrinologists, 2004, AM COLL END GUI",0.000103306,1.58E-13,0,0.076050407,0,0
" American College Of Sports Medicine, 2017, ACSMS GUIDELINES EX",0.000103306,5.42E-10,0,0.095178164,0,0
" American Diabetes Association (Ada), 2015, DIABETES CARE",0.000103306,2.52E-10,0,0.089246202,0,0
" American Diabetes Association, 2017, DIABETES CARE",0.000103306,5.40E-10,0,0.091253606,0,0
" American Psychiatric Association American Psychiatric Association, 2013, DIAGNOSTIC STAT MANU",0.000103306,2.85E-13,0,0.066257803,0,0
" American Psychiatric Association, 2000, DIAGN STAT MAN MENT",0.000103306,2.98E-06,0,0.099816453,0,0
" American Psychiatric Association, 2000, DIAGNOSTIC STAT MAN",0.000103306,1.79E-16,0,0.058588549,0,0
" American Psychiatric Pub, 2000, DIAGN STAT MAN MENT",0.000103306,0.001359972,0,0.101717,0,0
" Ames C, 1992, J EDUC PSYCHOL",0.000103306,3.69E-16,0,0.082389991,0,0
" Amico Ec, 2014, PANCREATOLOGY",0.000103306,7.09E-07,0,0.10376691,0,0
" Amieva H, 2005, BRAIN",0.000103306,0.000635328,0,0.102010707,0,0
" Amini M, 2017, ACTA MEDICA MEDITERR",0.000103306,0.001436258,0,0.102021458,0,0
" Amini M, 2018, INT J SPORT STUD HL",0.000103306,5.42E-10,0,0.091293195,0,0
" Aminzadeh A, 2011, J REHABIL",0.000103306,1.12E-19,0,0.052480916,0,0
" Amiot Mj, 2016, OBES REV",0.000103306,4.05E-28,0,0.053057377,0,0
" Amirian S K, 2013, THESI",0.000103306,3.69E-16,0,0.082389991,0,0
" Amirkhan, 2008, PERS SOC PSYCHOL B",0.000103306,3.69E-16,0,0.082389991,0,0
" Amjad Rn, 2016, ACTA MEDICA MEDITERR",0.000206612,0.002485519,0.000298989,0.114089055,0.000416195,0
" Ammar Mh, 2017, SAUDI J BIOL SCI",0.000103306,1.46E-08,0,0.077664918,0,0
" Amr Aege, 2017, PAK J PHARM SCI",0.000103306,1.77E-08,0,0.079097892,0,0
" Amrikachi M, 2001, ARCH PATHOL LAB MED",0.000103306,7.23E-07,0,0.12111809,0,0
" An X, INTUROL NEPHROL",0.000103306,5.71E-18,0,0.078669766,0,0
" Anastasopoulos Pc, 2008, ACCIDENT ANAL PREV",0.000103306,2.90E-13,0,0.095399535,0,0
" Ancoli-Israel S, 2007, AASM MANUAL SCORIN",0.000206612,0.001360829,0.044012772,0.116798185,0.042751943,0
" Andaloro C, 2017, MINERVA GASTROENTERO",0.000103306,8.56E-07,0,0.084785846,0,0
" Andermann E, 1982, EPILEPSY PREGNANCY C",0.000103306,4.67E-10,0,0.113314448,0,0
" Andermann F, 1987, EPILEPSY RES",0.000103306,4.28E-06,0,0.084511961,0,0
" Andersen Mh, 2005, CLIN TRANSPLANT",0.000103306,6.99E-19,0,0.071094921,0,0
" Andersen Mh, 2007, CLIN TRANSPLANT",0.000103306,6.99E-19,0,0.071094921,0,0
" Anderson El, 2015, PLOS ONE",0.000103306,4.64E-10,0,0.113346292,0,0
" Anderson Fa, 2003, CIRCULATION",0.000103306,1.51E-21,0,0.066841596,0,0
" Anderson Jl, 2007, AM J CARDIOL",0.000103306,2.11E-15,0,0.082873874,0,0
" Anderson Ng, 2006, PEDIATRICS",0.000103306,0.00294997,0,0.100833333,0,0
" Andey T, 2014, J CONTROL RELEASE",0.000103306,2.90E-13,0,0.092677696,0,0
" Anding K, 2015, BMJ OPEN",0.000103306,5.40E-10,0,0.091253606,0,0
" Andrade-Cetto A, 2008, J ETHNOPHARMACOL",0.000103306,1.10E-12,0,0.084581375,0,0
" Andreoli Sp, 2009, PEDIATR NEPHROL",0.000103306,7.06E-07,0,0.10375134,0,0
" Andrews Rm, 1994, COPEIA",0.000103306,7.15E-07,0,0.10379584,0,0
" Anear M, 2010, PRACTICAL GUIDE GEN",0.000103306,9.26E-16,0,0.082644628,0,0
" Anguenot Jl, 2001, HUM REPROD",0.000103306,4.65E-10,0,0.113287925,0,0
" Angus D C, 2001, CRIT CARE MED",0.000309917,5.78E-13,0.050799167,0.100433691,0.053591002,0
" Ani C, 2009, J NEUROL SCI",0.000103306,1.11E-12,0,0.095752468,0,0
" Annane D, 2003, AM J RESP CRIT CARE",0.000103306,3.62E-16,0,0.085939026,0,0
" Annane D, 2005, LANCET",0.000103306,3.62E-16,0,0.085939026,0,0
" Annesi-Maesano I, 2002, ALLERGY",0.000103306,1.67E-28,0,0.054226046,0,0
" Ansari Ma, 2010, J NEUROPATH EXP NEUR",0.000103306,2.39E-19,0,0.068798863,0,0
" Anthony Wa, 1980, REHABIL COUNS BULL",0.000103306,7.28E-16,0,0.082513596,0,0
" Antoniades K, 1996, ORL J OTO-RHINO-LARY",0.000103306,1.67E-28,0,0.054278345,0,0
" Antonino A, 2016, ACTA MEDICA MEDITERR",0.000103306,0.001379708,0,0.100192519,0,0
" Antonopoulos As, 2015, DIABETES CAR",0.000103306,8.42E-22,0,0.068670015,0,0
" Antzelevitch C, 1997, J ELECTROCARDIOL",0.000103306,2.84E-22,0,0.067266132,0,0
" Anwar J, 2011, BMC PUBLIC HEALTH",0.000103306,9.26E-16,0,0.082644628,0,0
" Anyanwu Anthony Chinedu, 2016, INDIAN J ENDOCRINOL METAB",0.000103306,1.76E-09,0,0.08489143,0,0
" Apalone G, 2005, QUESTIONARIO STATO ",0.000103306,6.79E-05,0,0.089809248,0,0
" Apfel Ba, 2011, J PSYCHIATR RES",0.000103306,7.37E-16,0,0.082540332,0,0
" Apostol T, 2007, EUROPEAN J HEMATOLOG",0.000103306,2.89E-13,0,0.092504109,0,0
" Appelboam R, 2010, CRIT CARE",0.000103306,3.62E-16,0,0.085939026,0,0
" Appenzeller S, 2008, CLIN REV ALLERG IMMU",0.000103306,4.78E-10,0,0.113388778,0,0
" Appollonio I, 2005, NEUROL SCI",0.000103306,0.001382844,0,0.100165563,0,0
" Aptekmann Np, 2010, MATURITAS",0.000103306,4.05E-28,0,0.053057377,0,0
" Arabbi Pr, 2004, J AGR FOOD CHEM",0.000103306,4.05E-28,0,0.053057377,0,0
" Arai K, 1990, ANNU REV BIOCHEM",0.000103306,4.64E-10,0,0.113290576,0,0
" Aranda M, 2010, J PINEAL RES",0.000103306,1.50E-22,0,0.060568139,0,0
" Aras D, 2014, J SPORT MED PHYS FIT",0.000103306,1.03E-09,0,0.115328711,0,0
" Aras D, 2016, ACTA MEDICA MEDITERR",0.000103306,5.49E-10,0,0.100221564,0,0
" Araujo Ab, 2014, J UROLOGY",0.000103306,5.43E-10,0,0.090091767,0,0
" Araujo F, 2004, INT J CARDIOL",0.000103306,2.89E-22,0,0.058386412,0,0
