ND,DC,EC,LC,CC,BC,FR
" [柏丹丹 Bai Dandan], 2015, [太阳能学报",0.000144217,3.46E-09,0,0.08093943,0,0
" [Anonymous], [NO TITLE CAPTURED",0.000576868,2.50E-07,0.06772043,0.119896945,0.066259809,0
" [Anonymous], 1967, RISK TAKING INFORM ",0.000144217,1.55E-06,0,0.114070443,0,0
" [Anonymous], 1988, IEEE C IND EL SOC",0.000144217,5.03E-07,0,0.098728518,0,0
" [Anonymous], 1998, PESTR7 IEE",0.000144217,1.04E-07,0,0.087686685,0,0
" [Anonymous], 2002, C571280 IEEE",0.000144217,3.00E-11,0,0.081521803,0,0
" [Anonymous], 2007, ART EDUC",0.000144217,1.43E-08,0,0.105903016,0,0
" [Anonymous], 2008, C57110 IEEE",0.000144217,3.00E-11,0,0.081521803,0,0
" [Anonymous], 2009, CASE STUDY RES DESI",0.000144217,1.11E-05,0,0.092805996,0,0
" [Anonymous], 2009, LEARN PY",0.000144217,3.60E-08,0,0.097842498,0,0
" [Anonymous], 2010, PROCEEDING 19 ACM IN",0.000144217,1.13E-08,0,0.099929384,0,0
" [Anonymous], 2011, DO260B RTCA IN",0.000144217,5.47E-09,0,0.083951813,0,0
" [Anonymous], 2011, ORION BMS OPERATIO",0.000144217,0.000832153,0,0.104206429,0,0
" [Anonymous], 2011, PARK ROAD PROJEC",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2011, SCI ED ARTICLE COLL",0.000144217,1.13E-08,0,0.107639051,0,0
" [Anonymous], 2011, WIND VEL WIND LOA",0.000144217,2.94E-05,0,0.111556221,0,0
" [Anonymous], 2012, ELEKTRON ELEKTROTECH",0.000144217,1.29E-08,0,0.108159541,0,0
" [Anonymous], 2012, GARDEN ROAD ENG DES",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2012, OPERATION MANUAL JL",0.000144217,0.000832153,0,0.104206429,0,0
" [Anonymous], 2012, PLANT LANDSCAPE DES",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2012, SQUARE ENV LANDSCAP",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2013, FEDERAL REPUBLIC NIG",0.000144217,0.002430281,0,0.112111756,0,0
" [Anonymous], 2014, ENERGY POWER EN",0.000144217,3.46E-09,0,0.08093943,0,0
" [Anonymous], 2014, JTGTD21201",0.000144217,1.73E-10,0,0.088370611,0,0
" [Anonymous], 2014, LABVIEW ILE PROGRAM",0.000144217,5.07E-10,0,0.087485333,0,0
" [Anonymous], 2014, THESI",0.000144217,9.42E-06,0,0.111721582,0,0
" [Anonymous], 2014, TOOLS CURR TEACH KI",0.000144217,5.00E-05,0,0.099627868,0,0
" [Anonymous], 2015, ADV J FOOD SCI TECHN",0.000144217,3.46E-09,0,0.08093943,0,0
" [Anonymous], 2015, MOD REMOTE E",0.000144217,2.56E-09,0,0.091912886,0,0
" [Anonymous], 2015, P 2 ACM C INF CENT",0.000144217,1.05E-07,0,0.095899315,0,0
" [Anonymous], 2015, URBAN SQUARE LANDSC",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2016, ANTENNA THEORY ANA",0.000144217,0.002084963,0,0.115047038,0,0
" [Anonymous], 2016, ARIZONA AGR STAT B ",0.000144217,1.74E-06,0,0.110535461,0,0
" [Anonymous], 2016, BASIC KNOWLEDGE GAR",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2016, CHINA HLTH ADMINISTR",0.000144217,1.41E-08,0,0.105304722,0,0
" [Anonymous], 2016, EUROPEAN WIRELESS 2",0.000144217,2.70E-08,0,0.10921921,0,0
" [Anonymous], 2016, J COMPUT THEOR NANO",0.000144217,3.31E-09,0,0.083779375,0,0
" [Anonymous], 2016, JAPAN HUGO SARRAZIN",0.000144217,4.12E-09,0,0.095994905,0,0
" [Anonymous], 2016, MICROINFORMATICS 20",0.000144217,5.00E-05,0,0.099627868,0,0
" [Anonymous], 2017, J CURRIC TEACH",0.000144217,2.39E-05,0,0.111927168,0,0
" [Anonymous], 2017, JTGD202017 MIN TRAN",0.000144217,1.73E-10,0,0.088370611,0,0
" [Anonymous], 2017, LANDSCAPE PLANNING ",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2018, J TRANSPORT",0.000144217,2.88E-07,0,0.096682887,0,0
" [Anonymous], 2018, PARK ROAD DISCUSSIO",0.000144217,1.73E-06,0,0.114107986,0,0
" [Anonymous], 2020, COMPREHENSIVE HEC P",0.000144217,3.65E-07,0,0.089150028,0,0
" [Anonymous], 2020, CORONAVIRUS PAKISTA",0.000144217,3.65E-07,0,0.089150028,0,0
" [Anonymous], 2020, HEC COVID 19 POLIC",0.000144217,3.65E-07,0,0.089150028,0,0
" [Anonymous], 2020, HEC POLICY GUIDANC",0.000144217,3.65E-07,0,0.089150028,0,0
" [Anonymous], 2020, J TECHNOL SC",0.000144217,1.35E-06,0,0.113029162,0,0
" [Anonymous], 2020, NETWORK WEEKLY NEWS",0.000144217,1.35E-06,0,0.113029162,0,0
" [Anonymous], 2020, SCI LETT",0.000144217,8.07E-11,0,0.073675822,0,0
" [Anonymous], 2020, VET WEE",0.000144217,1.35E-06,0,0.113029162,0,0
" [Anonymous], 42152, 016 IEE",0.000144217,1.24E-06,0,0.117261089,0,0
" [Anonymous], ECE320 U A",0.000144217,3.66E-07,0,0.107385668,0,0
" [Anonymous], FUNCTIONAL FRACTIONAL CALCULUS",0.000144217,4.69E-12,0,0.071699635,0,0
" [Anonymous], MATLAB SI",0.000144217,1.04E-07,0,0.087686685,0,0
" [Anonymous], POW SYST AN SOFTW T",0.000144217,2.39E-08,0,0.10662935,0,0
" [Anonymous], TEACHING METHODS WO",0.000144217,0.001169134,0,0.120354781,0,0
" [Anonymous], WIRING AND INSTALLATION MANUA",0.000144217,0.000832153,0,0.104206429,0,0
" [匡海波 Kuang Haibo], 2019, [科研管理",0.000144217,2.56E-09,0,0.091912886,0,0
" [孟庆彬 Meng Qingbin], 2016, [采矿与安全工程学报",0.000144217,1.40E-05,0,0.117507499,0,0
" [祝严刚 Zhu Yangang], 2017, [中国图象图形学报",0.000144217,6.99E-09,0,0.088422449,0,0
" [牛犇 Niu Ben], 2014, [空间结构",0.000144217,2.75E-05,0,0.113180446,0,0
" [白建科 Bai Jianke], 2015, [地质论评",0.000144217,6.29E-09,0,0.088882622,0,0
" [王守清 Wang Shouqing], 2017, [清华大学学报. 自然科学版",0.000144217,1.13E-05,0,0.117435854,0,0
" [王洪斌 Wang Hongbin], 2010, [计算机仿真",0.000144217,1.72E-09,0,0.093411109,0,0
" [王瑞花 Wang Ruihua], 2016, [运筹与管理",0.000144217,1.13E-05,0,0.117435854,0,0
" [王静 Wang Jing], 2013, [热加工工艺",0.000144217,2.80E-09,0,0.084974449,0,0
" [Калиниченко Леонид Андреевич Kalinichenko Leonid A], 2015, [ИНФОРМАТИКА И ЕЕ ПРИМЕНЕНИЯ",0.000144217,7.31E-07,0,0.111180592,0,0
" [贾冬艳 Jia Dongyan], 2013, [计算机研究与发展",0.000144217,5.77E-10,0,0.083907114,0,0
" [蒋索 Jiang Suo], 2006, [心理科学进展",0.000144217,1.02E-08,0,0.103204489,0,0
" [蒋科军 Jiang Kejun], 2015, [江苏大学学报. 自然科学版",0.000144217,6.35E-09,0,0.087461056,0,0
" [邱晓明 Qiu Xiaoming], 2013, [电力系统保护与控制",0.000144217,8.26E-06,0,0.111549042,0,0
" [苗夺谦 Miao Duoqian], 2012, [计算机学报",0.000144217,5.35E-07,0,0.10588361,0,0
" [雷亚雄 Lei Yaxiong], 2014, [电力系统保护与控制",0.000144217,8.26E-06,0,0.111549042,0,0
" [袁勇 Yuan Yong], 2016, [自动化学报",0.000144217,5.35E-07,0,0.10588361,0,0
" [颜丙生 Yan Bingsheng], 2017, [振动与冲击",0.000144217,2.42E-09,0,0.097029232,0,0
" [高维成 Gao Weicheng], 2012, [建筑结构学报",0.000144217,2.75E-05,0,0.113180446,0,0
" [高鹏 Gao Peng], 2017, [中国管理科学",0.000144217,1.55E-06,0,0.114070443,0,0
" [黄勇 Huang Yong], 2006, [建筑结构学报",0.000144217,2.75E-05,0,0.113180446,0,0
" [黄勇 Huang Yong], 2011, [建筑结构学报",0.000144217,2.75E-05,0,0.113180446,0,0
" [黄全亮 Huang Quanliang], 2013, [计算机工程与应用",0.000144217,1.67E-08,0,0.099989906,0,0
" [马中平 Ma Zhongping], 2007, [西北大学学报. 自然科学版",0.000144217,6.29E-09,0,0.088882622,0,0
" [马越峰 Ma Yuefeng], 2019, [稀土",0.000144217,4.29E-07,0,0.105744743,0,0
" [赵泉华 Zhao Quanhua], 2016, [信号处理",0.000144217,1.58E-06,0,0.115303391,0,0
" [赵泉华 Zhao Quanhua], 2017, [中国矿业大学学报. 自然科学版",0.000144217,1.58E-06,0,0.115303391,0,0
" [魏代斌 Wei Daibin], 2007, [热加工工艺",0.000144217,2.80E-09,0,0.084974449,0,0
" [魏代斌 Wei Daibin], 2007, [铸造",0.000144217,2.80E-09,0,0.084974449,0,0
" [齐成龙 Qi Chenglong], 2018, [工业建筑",0.000144217,4.29E-07,0,0.105744743,0,0
" [胡进 Hu Jin], 2018, [电源学报",0.000144217,1.96E-10,0,0.088395395,0,0
" [郑萍 Zheng Ping], 2013, [电工技术学报",0.000144217,6.35E-09,0,0.087461056,0,0
" [郭磊 Guo Lei], 2014, [计算机学报",0.000144217,5.77E-10,0,0.083907114,0,0
" [茹艳娇 Ru Yanjiao], 2012, [地质通报",0.000144217,6.29E-09,0,0.088882622,0,0
" [韩启迪 Han Qidi], 2019, [吉林大学学报. 地球科学版",0.000144217,5.89E-07,0,0.113722467,0,0
" [韩禹歆 Han Yuxin], 2017, [电工技术学报",0.000144217,8.74E-09,0,0.096481098,0,0
 [No Title Captured,0.000432651,1.03E-05,0.020680868,0.112592352,0.019078504,0
" [Ran Ruisheng 冉瑞生], 2005, [计算物理",0.000144217,7.12E-05,0,0.115257393,0,0
" 2001, VIRTEX 2 5 V FIELD ",0.000144217,3.00E-05,0,0.101539047,0,0
" Ab Aziz Mtr, 2016, AIP CONF PROC",0.000144217,1.13E-08,0,0.099929384,0,0
" Abdelgader A, 2014, P WORLD C ENG COMP ",0.000144217,2.70E-08,0,0.10921921,0,0
" Abdurrahman A, 2019, J MODERN PHYS",0.000144217,3.37E-09,0,0.095986932,0,0
" Abet, CRIT ACCR ENG TECH",0.000144217,6.62E-07,0,0.110729627,0,0
" Abinader Fm, 2014, IEEE COMMUN MAG",0.000144217,2.70E-08,0,0.10921921,0,0
" Abu Bakar A, 2015, IEEJ T ELECTR ELECTR",0.000144217,5.03E-07,0,0.098728518,0,0
" Abul'Wafa Ar, 2014, INT J ELEC POWER",0.000144217,2.73E-07,0,0.121502041,0,0
" Abur A, 2004, POWER SYSTEM STATE ",0.000144217,2.39E-08,0,0.10662935,0,0
" Acm/Ieee-Cs Joint Task Force On Computing Curricula Association For Computing Machinery Ieee Computer Societyinc, 2013, COMP SCI CURR 2013 ",0.000144217,0.001652583,0,0.109505535,0,0
" Acosta Luis A, 2017, FORM. UNIV.",0.000144217,1.78E-07,0,0.111556221,0,0
" Ade R, 2014, 2014 FIRST INTERNATIONAL CONFERENCE ON NETWORKS & SOFT COMPUTING (ICNSC)",0.000144217,1.13E-08,0,0.099929384,0,0
" Adhikary A, 2016, IEEE T CIRCUITS-I",0.000144217,4.69E-12,0,0.071699635,0,0
" Adly Ar, 2020, MEASUREMENT",0.000144217,3.16E-10,0,0.094601416,0,0
" Agaoglu M, 2016, IEEE ACCESS",0.000144217,1.13E-08,0,0.099929384,0,0
" Agbayewa Jo, 1996, RES CURRICULUM STUDI",0.000144217,0.065947091,0,0.117539369,0,0
" Agrawal Dc, 2016, EUR J PHYS",0.000144217,3.24E-09,0,0.095933812,0,0
" Agrawal R, 2017, IET RENEW POWER GEN",0.000144217,9.21E-08,0,0.100657599,0,0
" Aguilar Shd, 2018, OPCION-MARACAIBO",0.000144217,1.78E-07,0,0.111556221,0,0
" Ahmad A, 2006, P SEM PROBL BAS LEAR",0.000144217,0.065947091,0,0.117539369,0,0
" Ahmad Muhammad Aurangzeb, 2013, 2013 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM)",0.000144217,3.80E-09,0,0.099288343,0,0
" Ahmadian A, 2017, IET GENER TRANSM DIS",0.000144217,8.74E-09,0,0.096481098,0,0
" Ahmadi-Khatir A, 2011, ELECTR POW SYST RES",0.000144217,1.46E-07,0,0.086135576,0,0
" Ahmed Mk, 2018, AM INT J SOCIAL SCI",0.000144217,3.01E-07,0,0.109037158,0,0
" Ahmed Sas, 2018, J COMPOS CONSTR",0.000144217,8.46E-06,0,0.086302819,0,0
" Aina O, 2000, NAT SEM TECHN VOC E",0.000144217,0.065947091,0,0.117539369,0,0
" Aini Q, 2019, PROCEDIA COMPUT SCI",0.000144217,9.58E-07,0,0.113614393,0,0
" Ajai Jt, 2015, INT J RES ED SCI IJR",0.000144217,0.065947091,0,0.117539369,0,0
" Ajzen I, 1975, BELIEF ATTITUDE INT",0.000144217,9.58E-07,0,0.113614393,0,0
" Ajzen I, 1980, UNDERSTANDING ATTITU",0.000144217,8.63E-08,0,0.096798961,0,0
" Akasha O, 2013, J ELT APPL LING",0.000144217,6.75E-07,0,0.078740873,0,0
" Akbarizadeh G, 2012, IEEE T GEOSCI REMOTE",0.000144217,0.065947091,0,0.117539369,0,0
" Akbarizadeh G, 2014, MALAYS J COMPUT SCI",0.000144217,0.065947091,0,0.117539369,0,0
" Akbarizadeh G, 2015, P 7 C INF KNOWL TECH",0.000144217,0.065947091,0,0.117539369,0,0
" Akbarizadeh G, 2017, NATL ACAD SCI LETT",0.000144217,0.065947091,0,0.117539369,0,0
" Akbarizadeh Gholamreza, 2013, J REMOTE SENSING TEC",0.000144217,0.065947091,0,0.117539369,0,0
" Akhil A A, 2013, DOE EPRI 2013 ELEC",0.000144217,2.63E-07,0,0.110666007,0,0
" Akinbobola Ao, 2015, ADV PHYS THEOR APPL",0.000144217,0.002430281,0,0.112111756,0,0
" Akpan Ac, 2003, THESI",0.000144217,0.065947091,0,0.117539369,0,0
" Akpomi Me, 2009, EUROPEAN J SOCIAL SC",0.000144217,0.065947091,0,0.117539369,0,0
" Akyildiz If, 2010, PHYS COMMUN",0.000144217,2.70E-08,0,0.10921921,0,0
" Al Samadani Ha, 2015, INT J ED SOC SCI",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Ahdal Aamh, 2014, AM INT J CONT RES",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Ahdal Aamh, 2020, INT J INNOVATION CRE",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Alaj A, 2019, PROCEEDINGS OF THE ACM INTERNATIONAL WORKSHOP ON SECURITY IN SOFTWARE DEFINED NETWORKS & NETWORK FUNCTION VIRTUALIZATION (SDN-NFV '19)",0.000144217,1.58E-06,0,0.114077949,0,0
" Alalwan N, 2019, IEEE ACCESS",0.000144217,1.13E-08,0,0.099929384,0,0
" Alam Ms, 2018, ENERGIES",0.000144217,3.16E-10,0,0.094601416,0,0
" Alania M, 2017, ULTRAMICROSCOPY",0.000144217,2.02E-09,0,0.09172807,0,0
" Alarcao Sm, 2018, DMSVIVA DBLP COMPUTE",0.000144217,9.43E-11,0,0.077637074,0,0
" Alayon S, 2013, COMPUT APPL ENG EDUC",0.000144217,1.11E-05,0,0.092805996,0,0
" Albanese M A, 2010, UNDERSTANDING MEDICA",0.000144217,0.065947091,0,0.117539369,0,0
" Albanese Ma, 1993, ACAD MED",0.000144217,0.065947091,0,0.117539369,0,0
" Alberola Jm, 2016, ADV INTELL SYST",0.000144217,2.95E-06,0,0.105196086,0,0
" Alcantud Jcr, 2017, INT J COMPUT INT SYS",0.000144217,1.60E-07,0,0.107472217,0,0
" Aldukhayel D, 2019, COMPUT ASSIST LANG L",0.000144217,1.04E-05,0,0.093072576,0,0
" Ales T, 1965, SOME PROBLEMS ROTO",0.000144217,1.74E-08,0,0.107226251,0,0
" Alexandratos N, 2012, ESA WORKING PAPER",0.000144217,0.001169134,0,0.120354781,0,0
" Alfarhan I, 2016, AM RES J ENGLISH LIT",0.000144217,1.17E-07,0,0.078655127,0,0
" Alfuraih A, 2016, J ED SOC RES",0.000144217,1.17E-07,0,0.078655127,0,0
" Al-Ghamdi Na, 2019, 3L-LANG LINGUIST LIT",0.000144217,1.04E-05,0,0.093072576,0,0
" Alghanmi B, 2016, ENGLISH LANGUAGE TEA",0.000144217,6.75E-07,0,0.078740873,0,0
" Alharbi Ha, 2015, INT J INSTR",0.000144217,6.75E-07,0,0.078740873,0,0
" Alhawsawi S, 2014, INVESTIGATING STUDE",0.000144217,1.17E-07,0,0.078655127,0,0
" Alhazaymeh K, 2014, INT J PURE APPL MATH",0.000144217,1.60E-07,0,0.107472217,0,0
" Alhumoud S, 2014, GLOB ENG ED C EDUCO",0.000144217,1.94E-08,0,0.096096013,0,0
" Alias M, 2012, PERTANIKA J SOC SCI",0.000144217,8.69E-07,0,0.110800403,0,0
" Aljobouri Hk, 2017, COMPUT APPL ENG EDUC",0.000144217,1.90E-10,0,0.086699926,0,0
" Aljumah Fh, 2020, ENGL LANG TEACH",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Khalil Ab, 2013, ENHANCING PHYS LAYE",0.000144217,2.70E-08,0,0.10921921,0,0
" Alkhattabi M, 2011, COMPUT HUM BEHAV",0.000144217,3.65E-07,0,0.089150028,0,0
" Alkhazaleh S, 2011, ADV DECISION SCI",0.000144217,1.60E-07,0,0.107472217,0,0
" Alkhazaleh S, 2011, APPL MATH SCI",0.000144217,1.60E-07,0,0.107472217,0,0
" Alkhazaleh S, 2014, APPL MATH",0.000144217,1.60E-07,0,0.107472217,0,0
" Allbright Tn, 2019, AM J EDUC",0.000144217,9.56E-06,0,0.110016342,0,0
" Allen B, 2015, J CHILD FAM STUD",0.000144217,4.11E-08,0,0.100010096,0,0
" Allende-Hernandez O, 2015, SUSTAINABILITY-BASEL",0.000144217,2.98E-07,0,0.09379523,0,0
" Alleyne T, 2002, MED TEACH",0.000144217,0.065947091,0,0.117539369,0,0
" Allison M, 2015, STRATEGIC PLANNING ",0.000144217,6.62E-07,0,0.110729627,0,0
" Almalis N, 2016, 6 INT C INF INT SYST",0.000144217,1.13E-08,0,0.099929384,0,0
" Al-Mansoob Nt, 2019, LANGKAWI J",0.000144217,6.75E-07,0,0.078740873,0,0
" Alotaibi Hm, 2017, ARAB WORLD ENGL J",0.000144217,4.31E-10,0,0.082450445,0,0
" Alqadi Bs, 2017, PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'17)",0.000144217,4.31E-09,0,0.080246271,0,0
" Alqahtani A, 2018, INT J ELEC ENG EDUC",0.000288434,2.97E-05,0.003743149,0.111602904,0.003743149,0
" Alqurashi Emtinan, 2019, ED TECHNOLOGY RESOUR",0.000144217,1.58E-06,0,0.114077949,0,0
" Alrabai F, 2016, INT J ENGL LINGUIST",0.000144217,6.75E-07,0,0.078740873,0,0
" Alrahaili M, 2013, THESIS U NEWCASTLE ",0.000144217,6.75E-07,0,0.078740873,0,0
" Alrashidi O, 2015, ENGLISH LANGUAGE TEA",0.000144217,6.75E-07,0,0.078740873,0,0
" Alsaedi A, 2015, ADV MECH ENG",0.000144217,4.69E-12,0,0.071699635,0,0
" Al-Saraj Tm, 2014, INNOV LANG LEARN TEA",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Seghayer K, 2014, INT J ENGL LINGUIST",0.000144217,6.75E-07,0,0.078740873,0,0
" Al-Sherbaz A, 2009, MOBILE MULTIMEDIA IM",0.000144217,2.70E-08,0,0.10921921,0,0
" Alston A, 2016, 15TH IEEE INTERNATIONAL SYMPOSIUM ON NETWORK COMPUTING AND APPLICATIONS (IEEE NCA 2016)",0.000144217,1.05E-07,0,0.095899315,0,0
" Altman Ei, 1968, J FINANC",0.000144217,1.72E-06,0,0.110531937,0,0
" Altmann Y, 2020, IEEE T IMAGE PROCESS",0.000144217,1.67E-08,0,0.099989906,0,0
" Al-Tuwaijri Sa, 2004, ACCOUNT ORG SOC",0.000144217,1.72E-06,0,0.110531937,0,0
" Alves Lf, 2019, INT J ELEC ENG EDUC",0.000432651,1.83E-08,0.010575883,0.104836637,0.010026387,0
" Amadeo M, 2016, IEEE NETWORK",0.000144217,1.05E-07,0,0.095899315,0,0
" Amanulla B, 2012, IEEE T POWER DELIVER",0.000144217,1.46E-07,0,0.086135576,0,0
" Ambrose Sa, 2013, BRIDGE",0.000144217,2.95E-06,0,0.105196086,0,0
" Ames C, 1992, STUDENT PERCEPTIONS",0.000144217,1.53E-05,0,0.09965937,0,0
" Ameur S, 2001, RENEW ENERG",0.000144217,0.001169134,0,0.120354781,0,0
" Amichai-Hamburger Y, 2002, CYBERPSYCHOL BEHAV",0.000144217,1.70E-10,0,0.087975944,0,0
" Amiel F, 2014, IEEE COMMUN MAG",0.000144217,0.002857474,0,0.122858307,0,0
" Amirkhani S, 2016, COMPUT APPL ENG EDUC",0.000144217,3.65E-07,0,0.089150028,0,0
" Ammar Hb, 2014, PR MACH LEARN RES",0.000144217,3.92E-07,0,0.104372695,0,0
" Ammon U, 2012, APPL LINGUIST REV",0.000144217,6.75E-07,0,0.078740873,0,0
" Amoiralis Ei, 2009, IEEE T POWER DELIVER",0.000144217,3.00E-11,0,0.081521803,0,0
" Anand S, 2012, IEEE T EDUC",0.000144217,4.69E-12,0,0.071699635,0,0
" Anastas Jw, 2010, TEACHING SOCIAL WOR",0.000144217,0.002430281,0,0.112111756,0,0
" Andekah Za, 2017, IRAN CONF ELECTR ENG",0.000144217,0.065947091,0,0.117539369,0,0
" Anderson Jr, 1985, SCIENCE",0.000144217,9.58E-07,0,0.113614393,0,0
" Anderson L, 2018, J AM PHARM ASSOC",0.000144217,6.30E-09,0,0.094392791,0,0
" Anderson Pm, 1995, ANAL FAULTED POWER S",0.000144217,1.24E-06,0,0.117261089,0,0
" Anderson Pm, 2002, POWER SYSTEM CONTROL",0.000144217,1.24E-06,0,0.117261089,0,0
" Anderson, 1997, MANAGING STRATEGIC ",0.000144217,6.62E-07,0,0.110729627,0,0
" Andreasen D, 2015, MED PHYS",0.000144217,1.42E-08,0,0.10989429,0,0
