ND,DC,EC,LC,CC,BC,FR
" [Anonymous], 2017, 5200012017 IS",0.000204834,6.97E-11,0,0.090944655,0,0
" [Anonymous], 2017, 614001212017 IE",0.000204834,5.55E-10,0,0.081588315,0,0
" [Anonymous], 2017, IEC6140012",0.000204834,0.000357256,0,0.108640986,0,0
" [Anonymous], 2018, DNVGLST012",0.000204834,7.35E-08,0,0.097806271,0,0
" [Anonymous], 2018, LOC URB A",0.000204834,1.13E-07,0,0.116014353,0,0
" [Anonymous], 2019, 1679812019 EN CE",0.000204834,6.97E-11,0,0.090944655,0,0
" [Anonymous], 2019, BORSS WIND FARM ZO",0.000204834,1.30E-07,0,0.10058306,0,0
" [Anonymous], 2019, DTSCH WELL",0.000204834,0.002658654,0,0.092804866,0,0
" [Anonymous], 2019, IEC61400",0.000204834,5.33E-06,0,0.107040277,0,0
" [Anonymous], 2020, 169 ANSI ASHRAE",0.000204834,9.62E-12,0,0.083514378,0,0
" [Anonymous], 2020, BUNDESAMT SEESCHIFF",0.000204834,5.33E-06,0,0.107040277,0,0
" [Anonymous], 2020, FACEBOO",0.000204834,9.62E-12,0,0.083514378,0,0
" [Anonymous], 2020, GOOGL",0.000204834,9.62E-12,0,0.083514378,0,0
" [Anonymous], 2021, TENSORFORCE TENSORF",0.000204834,3.41E-06,0,0.116407163,0,0
" [Anonymous], 2022, ALPHAZERO SHEDDING ",0.000204834,3.41E-06,0,0.116407163,0,0
" [Anonymous], 50100, 201612 DI",0.000204834,2.42E-06,0,0.10554991,0,0
" [Anonymous], APPL ENER",0.000204834,1.50E-07,0,0.108844447,0,0
" [Anonymous], DNV GL 2019 ENERGY TRANSITION OUTLOOK 2019-POWER SUPPLY AND US",0.000204834,2.42E-06,0,0.10554991,0,0
" [Anonymous], EN15804 201",0.000204834,4.94E-10,0,0.080687546,0,0
" [Anonymous], EWP EW",0.000204834,0.000527127,0,0.109518361,0,0
" [Anonymous], MATLAB VERSION R2018",0.000204834,3.03E-08,0,0.097880787,0,0
" [Anonymous], MCKINSEY ENERGY INSIGHTS 2019 GLOBAL ENERGY PERSPECTIVE 2019 : REFERENCE CAS",0.000204834,6.23E-09,0,0.086700172,0,0
" [Anonymous], METEOSUISSE IDAWEB ",0.000204834,8.27E-10,0,0.094676622,0,0
" [Anonymous], MUSIC HEADPHONES US",0.000204834,7.01E-12,0,0.085366067,0,0
" [Anonymous], OFFSH WIND OPP NOR",0.000204834,6.23E-09,0,0.086700172,0,0
" [Anonymous], PYWAKEELLIPSYS PYWA",0.000204834,0.000527127,0,0.109518361,0,0
" [Anonymous], SIMPACK VERSION 2019.",0.000204834,3.03E-08,0,0.097880787,0,0
" [Anonymous], SWEDEN WEATHE",0.000204834,1.13E-07,0,0.116014353,0,0
" [Anonymous], SWEDISH NATL REPOR",0.000204834,1.13E-07,0,0.116014353,0,0
" [Anonymous], WORLD URBANIZATION ",0.000204834,6.59E-09,0,0.099456068,0,0
 [No Title Captured,0.000204834,6.97E-11,0,0.090944655,0,0
" 2013, THERMAL ENV CONDITI",0.000204834,5.19E-11,0,0.081651085,0,0
" Abd Razak A, 2013, BUILD ENVIRON",0.000204834,1.13E-07,0,0.116014353,0,0
" Abdelrahman Mm, 2020, SIMAUD 2020",0.000204834,2.67E-09,0,0.094864271,0,0
" Abdelrahman Mm, 2021, ENERG BUILDINGS",0.000614502,8.59E-09,0.000443721,0.095810028,0.000526165,0
" Abdelrahman Mm, 2022, BUILD ENVIRON",0.000204834,2.67E-09,0,0.094864271,0,0
" Abed Ns, 2022, INT J ENV RES PUB HE",0.000204834,1.12E-05,0,0.104430041,0,0
" Abkar M, 2014, J PHYS CONF SER",0.000204834,0.000418221,0,0.107763283,0,0
" Achieng Ko, 2019, COMPUT GEOSCI-UK",0.000204834,1.13E-07,0,0.116014353,0,0
" Acoustic Ecology Institute, 2009, WIND EN NOIS IP",0.000204834,0.049711498,0,0.113263578,0,0
" Adam Nk, 1952, PHYS CHEM SURFACE",0.000204834,1.71E-12,0,0.060073585,0,0
" Adams As, 2007, ANTARCT RES SE",0.000204834,0.000966808,0,0.105700738,0,0
" Adamson A W, 1967, PHYS CHEM SURFACES",0.000204834,1.71E-12,0,0.060073585,0,0
" Addison Jv, 1979, AICHE J",0.000204834,1.71E-12,0,0.060073585,0,0
" Afful Ae, 2021, SMART SUSTAIN BUILT",0.000204834,7.66E-11,0,0.081533811,0,0
" Afram A, 2014, BUILD ENVIRON",0.000614502,1.33E-05,0.008451967,0.11735859,0.008576127,0
" Afroz Z, 2018, RENEW SUST ENERG REV",0.000204834,1.32E-08,0,0.087155226,0,0
" Agarwal A, 2015, TENSOROW LARGE SCAL",0.000204834,4.39E-06,0,0.11636277,0,0
" Agarwal N, 2021, SUSTAIN CITIES SOC",0.000204834,7.66E-11,0,0.081533811,0,0
" Aghabozorgi S, 2015, INFORM SYST",0.000204834,7.72E-08,0,0.095435441,0,0
" Aghimien Do, 2020, J ENG DES TECHNOL",0.000204834,7.66E-11,0,0.081533811,0,0
" Aguilera Ef, 1995, PHYS REV C",0.000204834,3.57E-13,0,0.062008612,0,0
" Aguilera Jj, 2019, J BUILD ENG",0.000204834,2.67E-09,0,0.094864271,0,0
" Ahmad Mw, 2016, ENERG BUILDINGS",0.000204834,3.97E-09,0,0.094508005,0,0
" Ahmad Mw, 2017, ENERG BUILDINGS",0.000204834,1.50E-07,0,0.108844447,0,0
" Ahmed Se, 2020, PHYS REV E",0.000204834,1.51E-05,0,0.102629864,0,0
" Ahmed Se, 2020, PHYSICA D",0.000204834,1.51E-05,0,0.102629864,0,0
" Ahn Ku, 2020, SCI TECHNOL BUILT EN",0.000204834,8.79E-06,0,0.105041203,0,0
" Ahn Y, 2022, ENERG BUILDINGS",0.000204834,2.06E-09,0,0.089632254,0,0
" Ahsbahs T, 2020, REMOTE SENS-BASEL",0.000204834,0.000719957,0,0.111468822,0,0
" Aird Ja, 2020, J PHYS CONF SER",0.000204834,3.41E-05,0,0.108854155,0,0
" Airy Gb, 1845, TIDES AND WAVE",0.000204834,1.30E-07,0,0.10058306,0,0
" Akaad M, 1979, DELTA J SCI",0.000204834,1.12E-05,0,0.104430041,0,0
" Akaad Mk, 1973, B FS ASSIUT U",0.000204834,1.12E-05,0,0.104430041,0,0
" Akerstedt T, 1990, INT J NEUROSCI",0.000204834,1.23E-15,0,0.062157035,0,0
" Akhtar I, 2009, THEOR COMP FLUID DYN",0.000204834,1.56E-07,0,0.085190291,0,0
" Akif Hasiloglu M, 2017, U J ED RES",0.000204834,1.06E-05,0,0.104180449,0,0
" Akpan-Idiok P, 2017, WORLD J PHARM MEDICA",0.000204834,7.66E-11,0,0.081533811,0,0
" Akpinar A, 2013, RENEW ENERG",0.000204834,0.049711498,0,0.113263578,0,0
" Aksan Z, 2015, J ED PRACT",0.000204834,1.06E-05,0,0.104180449,0,0
" Akyuz O, 1979, P E FERM INT SCH PHY",0.000204834,3.57E-13,0,0.062008612,0,0
" Al Katsaprakakis D, 2012, COMPREHENSIVE RENEWABLE ENERGY",0.000204834,5.35E-10,0,0.083181408,0,0
" Al Katsaprakakis D, 2021, ENERGIES",0.000204834,0.002658654,0,0.092804866,0,0
" Alberts Dj, 2006, ADDRESSING WIND TUR",0.000204834,0.049711498,0,0.113263578,0,0
" Albertson J D, 1996, THESIS U CALIFORNI",0.000204834,3.41E-05,0,0.108854155,0,0
" Albertson Jd, 1999, WATER RESOUR RES",0.000204834,0.000719957,0,0.111468822,0,0
" Aldersey-Williams J, 2020, UTIL POLICY",0.000204834,5.74E-06,0,0.0958966,0,0
" Aletta F, SOUNDSCAPE ASSESSME",0.000204834,9.52E-11,0,0.09059699,0,0
" Alfredsson Ph, 1979, AU1499 TN AER RES ",0.000204834,3.70E-05,0,0.120713102,0,0
" Ali N, 2019, J TURBUL",0.000204834,0.000361543,0,0.106475322,0,0
" Alinot C, 2002, ASME 2002 WIND EN S",0.000204834,0.000418221,0,0.107763283,0,0
" Ali-Toudert F, 2006, BUILD ENVIRON",0.000204834,6.64E-12,0,0.083195583,0,0
" Alkhayat G, 2021, ENERGY",0.000204834,1.13E-07,0,0.116014353,0,0
" Allaerts D, 2015, PHYS FLUIDS",0.000409668,0.000745816,0.000997001,0.127065927,0.002058722,0
" Allaerts D, 2017, J FLUID MECH",0.000409668,0.000461203,0.000439738,0.109542935,0.000394382,0
" Allaerts D, 2018, BOUND-LAY METEOROL",0.000204834,3.10E-05,0,0.093017052,0,0
" Allegrini J, 2014, BUILD ENVIRON",0.000204834,1.13E-07,0,0.116014353,0,0
" Allegrini J, 2015, J WIND ENG IND AEROD",0.000204834,6.59E-09,0,0.099456068,0,0
" Allegrini J, 2018, BUILD ENVIRON",0.000204834,1.13E-07,0,0.116014353,0,0
" Allen C, 2020, 2020 DEFINITION UMA",0.000204834,9.45E-08,0,0.100022537,0,0
" Allen C, 2020, IEA WIND TCP TASK 3",0.000204834,1.30E-07,0,0.10058306,0,0
" Allison B, 2010, OPEN GOVT COLLABORAT",0.000204834,4.88E-11,0,0.07866454,0,0
" Alm O, 1999, IMPACT HUMAN PERCEPT",0.000204834,9.52E-11,0,0.09059699,0,0
" Almeida I, 2021, HEAT WAVE SENDS EUR",0.000204834,0.049711498,0,0.113263578,0,0
" Alsaleem F, 2020, FRONT BUILT ENVIRON",0.000204834,6.97E-11,0,0.090944655,0,0
" Altomonte S, 2020, BUILD ENVIRON",0.000204834,1.94E-09,0,0.092773122,0,0
" Amann A, 2013, VOLATILE BIOMARKERS: NON-INVASIVE DIAGNOSIS IN PHYSIOLOGY AND MEDICINE",0.000204834,6.96E-10,0,0.077478535,0,0
" Amasyali K, 2018, RENEW SUST ENERG REV",0.000204834,1.50E-07,0,0.108844447,0,0
" Amasyali K, 2021, BUILDINGS-BASEL",0.000204834,8.79E-06,0,0.105041203,0,0
" Amasyali K, 2021, INNOV SMART GRID TEC",0.000204834,8.79E-06,0,0.105041203,0,0
" American Society Of Heating Refrigerating And Air-Conditioning Engineers, 2014, AM SOC HEATING REFR",0.000204834,1.25E-08,0,0.105527095,0,0
" American Society Of Heating Refrigerating And Air-Conditioning Engineers, 2017, 552017 ANSI ASHRA",0.000204834,6.97E-11,0,0.090944655,0,0
" Amirazar A, 2018, SIMAUD DELFT",0.000204834,2.02E-11,0,0.080732913,0,0
" Amirebrahimi S, 2015, LOCATE",0.000204834,2.60E-09,0,0.093056059,0,0
" Amorim L, 2019, OPTIMIZATION OPERAT",0.000204834,5.74E-06,0,0.0958966,0,0
" Amr M, 1990, SOL ENERGY",0.000204834,0.049711498,0,0.113263578,0,0
" Amsallem D, 2008, AIAA J",0.000204834,1.56E-07,0,0.085190291,0,0
" Amundadottir M, 2013, 13 C IBPSA",0.000204834,2.02E-11,0,0.080732913,0,0
" Amundadottir Ml, 2017, BUILD ENVIRON",0.000204834,9.07E-15,0,0.064121255,0,0
" Amundadottir Ml, 2017, LIGHTING RES TECHNOL",0.000204834,1.44E-14,0,0.062358697,0,0
" An Yt, 2021, BUILD ENVIRON",0.000204834,8.79E-06,0,0.105041203,0,0
" Andersen Jb, 2015, J HEPATO-BIL-PAN SCI",0.000204834,2.02E-11,0,0.080732913,0,0
" Andersen M, 2013, 13 C IBPSA",0.000204834,2.02E-11,0,0.080732913,0,0
" Andersen M, 2013, BUILD ENVIRON",0.000204834,2.02E-11,0,0.080732913,0,0
" Andersen M, 2015, BUILD ENVIRON",0.000204834,9.07E-15,0,0.064121255,0,0
" Andersen N, 2016, ENERGIES",0.000204834,0.049711498,0,0.113263578,0,0
" Andersen S, 2014, THESI",0.000204834,2.59E-05,0,0.120540234,0,0
" Andersen Sj, 2014, J PHYS CONF SER",0.000204834,3.70E-05,0,0.120713102,0,0
" Andersen Sj, 2017, J PHYS CONF SER",0.000204834,2.08E-05,0,0.123105631,0,0
" Andersen Sj, 2017, PHILOS T R SOC A",0.000409668,4.25E-05,7.09E-05,0.124220758,0.000100112,0
" Andersen Sj, 2018, J PHYS CONF SER",0.000204834,2.17E-05,0,0.12064151,0,0
" Andersen Sj, 2020, WIND ENERGY SCI",0.000409668,4.67E-05,5.74E-05,0.123591808,5.86E-05,0
" Anderson M, 2009, RENEWABLE ENERGY SY",0.000204834,3.42E-05,0,0.104811181,0,0
" Andersson Jae, 2019, MATH PROGRAM COMPUT",0.000409668,3.85E-08,0.000366504,0.095427979,0.000254478,0
" Andronikos T, 2021, AEROSP SCI TECHNOL",0.000204834,1.11E-05,0,0.10937605,0,0
" Angeli C, 2005, INT J HEAT MASS TRAN",0.000204834,1.16E-05,0,0.104247187,0,0
" Angrisani G, 2016, ENERG CONVERS MANAGE",0.000204834,1.26E-08,0,0.087177015,0,0
" Anjos Rm, 1990, PHYS REV C",0.000204834,3.57E-13,0,0.062008612,0,0
" Annan Am, 2020, J PHYS CONF SER",0.000204834,5.35E-10,0,0.083181408,0,0
" Ansari My, 2020, ARTIF INTELL REV",0.000204834,2.67E-09,0,0.094864271,0,0
" Anstock F, 2019, J PHYS CONF SER",0.000409668,9.93E-08,0.000813461,0.099650956,0.000813461,0
" Anstock F, 2020, J PHYS CONF SER",0.000204834,9.56E-08,0,0.099594035,0,0
" Antonini Ega, 2021, APPL ENERG",0.000204834,0.000430154,0,0.109449613,0,0
" Antonopoulos I, 2020, RENEW SUST ENERG REV",0.000204834,0.049711498,0,0.113263578,0,0
" Anup Kc, 2019, RENEW ENERG",0.000204834,2.78E-07,0,0.099957003,0,0
" Aosong (Guangzhou) Electronics Co, TEMP HUM MO",0.000204834,1.04E-09,0,0.099679441,0,0
" Apreda C, 2020, ENERG BUILDINGS",0.000409668,1.20E-07,0.000254145,0.116063999,0.000251635,0
" Apsley Dd, 1997, BOUND-LAY METEOROL",0.000614502,0.000994539,0.000606808,0.114954437,0.000776416,0
" Apsley Dd, 1998, INT J HEAT FLUID FL",0.000204834,0.000418221,0,0.107763283,0,0
" Arany L, 2017, SOIL DYN EARTHQ ENG",0.000204834,1.30E-07,0,0.10058306,0,0
" Archambault E, 2009, J AM SOC INF SCI TEC",0.000204834,7.66E-11,0,0.081533811,0,0
" Archer Cl, 2013, GEOPHYS RES LETT",0.000204834,0.049711498,0,0.113263578,0,0
" Archer Cl, 2018, APPL ENERG",0.000409668,0.050678306,0.001672081,0.113685583,0.001540414,0
" Archer Cl, 2019, SUSTAIN ENERGY TECHN",0.000204834,2.17E-05,0,0.12064151,0,0
" Archer Cl, 2020, MON WEATHER REV",0.000409668,0.001493935,0.000162945,0.109685682,0.000169665,0
" Architectural Institute Of Japan, 2016, STAND STRUCT DES CO",0.000204834,1.65E-06,0,0.101242197,0,0
" Architectural Institute Of Japan, 2018, STAND STRUCT CALC R",0.000204834,1.65E-06,0,0.101242197,0,0
" Arendt K, 2018, ASHRAE IBPSA USA BUI",0.000409668,3.85E-08,0.000366504,0.095427979,0.000254478,0
" Arens T, 2018, MATHEMATIK",0.000204834,1.44E-05,0,0.078361503,0,0
" Arens, 2002, INDOOR AIR",0.000204834,5.19E-11,0,0.081651085,0,0
" Argyle P, EWEA 201",0.000204834,5.55E-10,0,0.081588315,0,0
" Aria M, 2017, J INFORMETR",0.000204834,6.93E-11,0,0.08336891,0,0
" Aries Mbc, 2015, LIGHTING RES TECHNOL",0.000204834,9.07E-15,0,0.064121255,0,0
" Arkon Ca, 2014, ARCHIT SCI REV",0.000204834,1.13E-07,0,0.116014353,0,0
" Arneodo A, 1996, EUROPHYS LETT",0.000204834,0.000361543,0,0.106475322,0,0
" Arnqvist J, 2015, BOUND-LAY METEOROL",0.000204834,2.53E-06,0,0.101242197,0,0
" Arnqvist J, 2018, ITI C TURB",0.000204834,2.53E-06,0,0.101242197,0,0
" Arnqvist J, 2020, BIOGEOSCIENCES",0.000204834,2.53E-06,0,0.101242197,0,0
" Arritt Rw, 1997, MON WEATHER REV",0.000204834,3.41E-05,0,0.108854155,0,0
" Arsenault H, 2012, BUILD ENVIRON",0.000204834,9.01E-15,0,0.069051357,0,0
" Arteconi A, 2012, APPL ENERG",0.000204834,2.30E-16,0,0.056404746,0,0
" Arvesen A, 2012, RENEW SUST ENERG REV",0.000204834,0.002658654,0,0.092804866,0,0
" Arya Sc, 1979, DESIGN STRUCTURES F",0.000204834,1.30E-07,0,0.10058306,0,0
" Aryal A, 2019, BUILD ENVIRON",0.000409668,6.65E-09,0.000228373,0.095749897,0.000309283,0
" Aryal A, 2020, BUILD ENVIRON",0.000204834,2.67E-09,0,0.094864271,0,0
" Asadi A, 2020, ADV SPACE RES",0.000204834,1.13E-07,0,0.116014353,0,0
" Asadi I, 2017, FACILITIES",0.000409668,6.65E-09,0.000228373,0.095749897,0.000309283,0
" Ashrae, 1999, 6212013 ASHRAE ANSIA",0.000204834,1.17E-12,0,0.079149171,0,0
" Ashrae, 2010, ANSIASHRAE STANDAR",0.000204834,3.86E-12,0,0.080770313,0,0
" Ashrae, 2014, ASHRAE DAT SER",0.000204834,9.62E-12,0,0.083514378,0,0
" Ashrae, 2015, THERMAL GUIDELINES",0.000204834,9.62E-12,0,0.083514378,0,0
" Ashtiani A, 2014, ENERG BUILDINGS",0.000204834,1.04E-09,0,0.099679441,0,0
" Asif Z, 2022, SUSTAIN CITIES SOC",0.000204834,7.66E-11,0,0.081533811,0,0
" Asimakopoulos P, 2014, EUR CONF POW ELECT",0.000204834,3.10E-05,0,0.093017052,0,0
" Aslam S, 2021, RENEW SUST ENERG REV",0.000204834,1.13E-07,0,0.116014353,0,0
" Asmuth H, 2019, J PHYS CONF SER",0.000204834,9.19E-06,0,0.127617305,0,0
" Asmuth H, 2020, WIND ENERGY SCI",0.000204834,2.53E-06,0,0.101242197,0,0
" Assouline D, 2017, SOL ENERGY",0.000204834,1.02E-10,0,0.087662279,0,0
" Aste N, 2017, RENEW SUST ENERG REV",0.000204834,8.79E-06,0,0.105041203,0,0
" Astra Sw, BUILD DES SOFT",0.000204834,1.34E-13,0,0.070385375,0,0
" Asvapoositkul W, 2012, APPL THERM ENG",0.000204834,9.62E-12,0,0.083514378,0,0
" Attard J, 2015, GOV INFORM Q",0.000204834,2.60E-09,0,0.093056059,0,0
" Au Tc, 2018, J MACH LEARN RES",0.000204834,8.80E-12,0,0.070493105,0,0
" Aubrun S, 2013, J WIND ENG IND AEROD",0.000204834,0.000361543,0,0.106475322,0,0
" Aubrun S, 2019, J PHYS CONF SER",0.000204834,0.000361543,0,0.106475322,0,0
" Audet C, 2021, EUR J OPER RES",0.000204834,2.85E-08,0,0.090927716,0,0
" Auliciems A, 1997, PASSIVE LOW ENERGY A",0.000204834,1.78E-11,0,0.081678406,0,0
" Avendano Dn, 2018, 2018 9TH INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS (IS)",0.000204834,8.79E-06,0,0.105041203,0,0
" Avers A, 2018, MOD PHYS LETT A",0.000204834,3.57E-13,0,0.062008612,0,0
" Avila S, 2018, SUSTAIN SCI",0.000204834,0.049711498,0,0.113263578,0,0
" Awad Ha, 2021, APPL RADIAT ISOTOPES",0.000409668,6.91E-07,7.67E-08,0.086589454,7.86E-08,0
" Awad Ham, 2020, INT J ENVIRON AN CH",0.000409668,1.13E-05,0.003470051,0.104506047,0.003470051,0
" Awad Ham, 2020, NEWS URAL STATE MINI",0.000204834,1.22E-07,0,0.086494339,0,0
" Awad Ham, 2021, J PHYS CONF SER",0.000204834,1.12E-05,0,0.104430041,0,0
" Awasthi Sr, 2018, WIND POWER PRACTICA",0.000204834,0.049711498,0,0.113263578,0,0
" Awwad E, 2013, J EUR CERAM SOC",0.000204834,3.28E-15,0,0.066817218,0,0
" Ayarkwa J, 2014, ADRRI J MULTIDISCIPL",0.000204834,7.66E-11,0,0.081533811,0,0
" Aydin E, 2017, RAND J ECON",0.000409668,9.84E-12,0.002817151,0.070650208,0.002817151,0
" Azis Aaa, 2012, IEEE SYMP BUS ENG",0.000204834,8.56E-12,0,0.082456466,0,0
" Azuatalam D, 2020, ENERGY",0.000204834,8.79E-06,0,0.105041203,0,0
" Ba Mh, 2019, BUILD ENVIRON",0.000204834,9.52E-11,0,0.09059699,0,0
" Baas P, 2009, J APPL METEOROL CLIM",0.000204834,3.41E-05,0,0.108854155,0,0
" Babiker M, 2004, J AFR EARTH SCI",0.000409668,6.91E-07,7.67E-08,0.086589454,7.86E-08,0
" Baby Lt, 2000, PHYS REV C",0.000204834,3.57E-13,0,0.062008612,0,0
" Bacher P, 2011, ENERG BUILDINGS",0.000204834,1.19E-09,0,0.092621753,0,0
" Bacher P, 2016, ENERG BUILDINGS",0.000204834,1.25E-08,0,0.105527095,0,0
" Back Bb, 2014, REV MOD PHYS",0.000204834,3.57E-13,0,0.062008612,0,0
" Bacon C, 2021, FOOD JUSTICE RESPON",0.000204834,7.66E-11,0,0.081533811,0,0
" Bacri Jc, 1991, PHYS REV LETT",0.000204834,1.86E-14,0,0.053691423,0,0
" Bacri Jc, 1994, PHYS REV E",0.000204834,1.86E-14,0,0.053691423,0,0
" Baechler Mc, 2015, HIGH PERFORMANCE HO",0.000204834,9.62E-12,0,0.083514378,0,0
" Baetke F, 1990, J WIND ENG IND AEROD",0.000204834,2.59E-05,0,0.120540234,0,0
" Bag Ofsp Ufsp Foph, 2011, PLAN ACT RAD 2012 2",0.000204834,8.27E-10,0,0.094676622,0,0
" Bag Ofsp Ufsp Foph, 2020, PLAN ACT RAD 2021 2",0.000204834,8.27E-10,0,0.094676622,0,0
" Bag Ofsp Ufsp Foph, 2021, METH CONSTR AN",0.000204834,8.27E-10,0,0.094676622,0,0
" Baghaee S, P 26 SIGN PROC COMM",0.000204834,8.79E-06,0,0.105041203,0,0
" Bagherpoura T, 2018, COMPOS STRUCT",0.000204834,1.11E-05,0,0.10937605,0,0
" Baheta At, 2019, SPRINGERBR APPL SCI",0.000204834,0.002658654,0,0.092804866,0,0
" Bai S, 2018, ARXIV 18030127",0.000204834,2.06E-09,0,0.089632254,0,0
" Baines Wd, 1969, J FLUID MECH",0.000204834,1.16E-05,0,0.104247187,0,0
" Bak C, 2010, DAN AERO MW DETAILE",0.000204834,2.17E-05,0,0.12064151,0,0
" Bak C, 2013, DANISH WIND POWER RE",0.000409668,1.12E-05,0.084701882,0.111985319,0.102219316,0
" Bak C, 2013, DTU 10MW REFERENCE ",0.000204834,5.33E-06,0,0.107040277,0,0
" Bak C, 2013, I0092 DTU WIND EN ",0.000204834,2.21E-05,0,0.101444156,0,0
" Bake B, 2017, J AEROSOL MED PULM D",0.000204834,6.96E-10,0,0.077478535,0,0
" Baker P, 2011, 10 GLASG CAL ",0.000204834,1.25E-08,0,0.105527095,0,0
" Bakici T, 2013, J KNOWL ECON",0.000204834,2.60E-09,0,0.093056059,0,0
" Balaji Bb, 2014, P 1 ACM C EMB SYST E",0.000204834,2.32E-08,0,0.095045264,0,0
" Balakrishnan P, 2020, 16 C IBPSA",0.000204834,2.02E-11,0,0.080732913,0,0
" Balantekin Ab, 1985, ANN PHYS-NEW YORK",0.000204834,3.57E-13,0,0.062008612,0,0
" Balantekin Ab, 1998, REV MOD PHYS",0.000204834,3.57E-13,0,0.062008612,0,0
" Balasbaneh At, 2018, ENVIRON PROG SUSTAIN",0.000204834,8.56E-12,0,0.082456466,0,0
" Balazova I, 2008, INDOOR AIR",0.000204834,9.52E-11,0,0.09059699,0,0
" Balbis-Morejon M, 2020, SUSTAINABILITY-BASEL",0.000204834,6.97E-11,0,0.090944655,0,0
" Balieu R, 2019, ROAD MATER PAVEMENT",0.000204834,3.16E-12,0,0.070098356,0,0
" Balouktsi M, 2020, BUILD CITIES",0.000204834,1.27E-14,0,0.055352101,0,0
" Bandara K, 2019, NEURAL INFORM PROCES",0.000204834,2.06E-09,0,0.089632254,0,0
" Bandi Mm, 2017, PHYS REV LETT",0.000204834,1.71E-12,0,0.060073585,0,0
" Bandyopadhyay S, 2019, WIND POWER BASED ISO",0.000204834,0.049711498,0,0.113263578,0,0
" Bang G, 2020, CLIM POLICY",0.000204834,0.049711498,0,0.113263578,0,0
" Bangga G, 2018, FLUIDS",0.000204834,2.17E-05,0,0.12064151,0,0
" Bangga G, 2021, ENERGY",0.000204834,2.17E-05,0,0.12064151,0,0
" Banta Rm, 2008, ACTA GEOPHYS",0.000204834,3.41E-05,0,0.108854155,0,0
" Banta Rm, 2008, IOP C SER EARTH ENV",0.000204834,3.41E-05,0,0.108854155,0,0
" Barandas M, 2020, SOFTWAREX",0.000204834,7.72E-08,0,0.095435441,0,0
" Barik Tk, 2006, MEAS SCI TECHNOL",0.000204834,5.84E-08,0,0.090944655,0,0
" Barlow M, 2013, REAL TIME BIG DATA ",0.000204834,2.60E-09,0,0.093056059,0,0
" Barrera C, 2020, MAR STRUCT",0.000204834,1.37E-09,0,0.078208353,0,0
" Barrett E, 2015, LECT NOTES ARTIF INT",0.000204834,8.79E-06,0,0.105041203,0,0
" Barrett P, 2015, BUILD ENVIRON",0.000204834,6.93E-11,0,0.08336891,0,0
" Barriopedro D, 2011, SCIENCE",0.000204834,1.04E-09,0,0.099679441,0,0
" Barros V, 2014, CLIMATE CHANGE 2014: IMPACTS",0.000204834,1.25E-08,0,0.105527095,0,0
